Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,source_file,Result,home_season_pts,home_season_wins,home_season_draws,home_season_losses,home_season_gf,home_season_ga,home_season_matches,home_season_avg_shots,home_recent_pts_mean,home_recent_gd_mean,home_recent_matches,home_days_since_last,home_days_since_log,home_recent_shots_sum,home_recent_goals_sum,home_recent_conversion,home_recent_pts_ma_3,home_recent_pts_ma_5,home_recent_pts_ma_10,home_elo,away_season_pts,away_season_wins,away_season_draws,away_season_losses,away_season_gf,away_season_ga,away_season_matches,away_season_avg_shots,away_recent_pts_mean,away_recent_gd_mean,away_recent_matches,away_days_since_last,away_days_since_log,away_recent_shots_sum,away_recent_goals_sum,away_recent_conversion,away_recent_pts_ma_3,away_recent_pts_ma_5,away_recent_pts_ma_10,away_elo,h2h_home_goals_avg,h2h_away_goals_avg,h2h_home_pts_mean,elo_diff
2018-12-26,Bologna,Lazio,0,2,A,0,1,A,,6,11,3,7,15,18,1,7,2,0,0,0,season-1819.csv,A,13,2,7,8,13,24,17,8.529411764705882,0.6,-0.7,10,4,1.6094379124341003,89.0,9.0,0.10112359550561797,0.6666666666666666,0.6,0.6,1405.7174245676035,28,8,4,5,25,20,17,13.235294117647058,1.6,0.4,10,4,1.6094379124341003,143.0,15.0,0.1048951048951049,1.3333333333333333,1.2,1.6,1574.939891837976,1.0,1.5,0.5,-169.22246727037236
2018-12-26,Cagliari,Genoa,1,0,H,1,0,H,,12,10,7,4,8,9,4,4,3,3,0,0,season-1819.csv,H,17,3,8,6,16,23,17,8.647058823529411,1.1,-0.2,10,4,1.6094379124341003,89.0,12.0,0.1348314606741573,0.3333333333333333,0.6,1.1,1448.3144166598815,19,5,4,8,25,34,17,9.764705882352942,0.7,-0.7,10,4,1.6094379124341003,89.0,13.0,0.14606741573033707,1.3333333333333333,1.0,0.7,1444.3350679333307,1.5,2.5,0.0,3.9793487265508247
2018-12-26,Fiorentina,Parma,0,1,A,0,1,A,,16,3,7,2,15,15,9,2,4,4,1,0,season-1819.csv,A,25,6,7,4,25,17,17,11.352941176470589,1.2,-0.1,10,4,1.6094379124341003,108.0,11.0,0.10185185185185185,2.3333333333333335,1.6,1.2,1542.8066248250354,22,6,4,7,16,21,17,7.529411764705882,1.2,-0.4,10,4,1.6094379124341003,77.0,9.0,0.11688311688311688,0.6666666666666666,1.0,1.2,1492.1510778627417,0.0,0.0,0.0,50.65554696229378
2018-12-26,Frosinone,Milan,0,0,D,0,0,D,,11,16,5,8,10,12,3,6,2,1,0,0,season-1819.csv,D,9,1,6,10,12,36,17,8.235294117647058,0.8,-0.7,10,4,1.6094379124341003,87.0,11.0,0.12643678160919541,0.3333333333333333,0.4,0.8,1437.5438432170954,27,7,6,4,24,19,17,12.176470588235293,1.5,0.0,10,4,1.6094379124341003,117.0,9.0,0.07692307692307693,0.6666666666666666,1.2,1.5,1566.7348350618342,0.0,0.0,0.0,-129.19099184473885
2018-12-26,Inter,Napoli,1,0,H,0,0,D,,9,9,5,4,12,8,5,0,3,4,0,2,season-1819.csv,H,33,10,3,4,29,14,17,12.941176470588236,2.0,1.0,10,4,1.6094379124341003,129.0,19.0,0.14728682170542637,1.3333333333333333,1.6,2.0,1604.821370616661,41,13,2,2,34,14,17,14.588235294117647,2.6,1.7,10,4,1.6094379124341003,143.0,21.0,0.14685314685314685,3.0,2.6,2.6,1690.661959322631,0.0,0.0,1.0,-85.84058870597005
2018-12-26,Roma,Sassuolo,3,1,H,2,0,H,,16,8,10,3,15,16,8,5,1,1,0,0,season-1819.csv,H,24,6,6,5,29,23,17,13.176470588235293,1.3,0.2,10,4,1.6094379124341003,118.0,15.0,0.1271186440677966,1.3333333333333333,1.0,1.3,1583.8350561895666,25,6,7,4,27,23,17,10.941176470588236,1.2,0.1,10,4,1.6094379124341003,109.0,12.0,0.11009174311926606,1.6666666666666667,1.2,1.2,1499.9852671689732,1.0,0.5,2.0,83.84978902059333
2018-12-26,Sampdoria,Chievo,2,0,H,0,0,D,,10,7,6,1,22,19,4,1,2,1,0,0,season-1819.csv,H,26,7,5,5,29,21,17,8.470588235294118,1.5,0.1,10,4,1.6094379124341003,75.0,18.0,0.24,2.3333333333333335,2.2,1.5,1514.8077116857066,8,0,8,9,13,33,17,7.294117647058823,0.6,-0.9,10,4,1.6094379124341003,65.0,8.0,0.12307692307692308,1.0,1.0,0.6,1403.680069437688,2.5,1.5,1.5,111.12764224801867
2018-12-26,Spal,Udinese,0,0,D,0,0,D,,7,3,4,1,10,14,7,2,1,2,0,0,season-1819.csv,D,16,4,4,9,14,25,17,9.235294117647058,0.7,-0.8,10,4,1.6094379124341003,90.0,9.0,0.1,0.6666666666666666,0.6,0.7,1438.329127865872,14,3,5,9,14,23,17,9.235294117647058,0.6,-0.9,10,4,1.6094379124341003,88.0,6.0,0.06818181818181818,0.3333333333333333,1.0,0.6,1411.7337522281678,2.0,1.5,2.0,26.595375637704137
2018-12-29,Parma,Roma,0,2,A,0,0,D,,3,19,2,8,7,11,2,7,1,1,0,0,season-1819.csv,A,25,7,4,7,17,21,18,7.277777777777778,1.2,-0.5,10,3,1.3862943611198906,73.0,7.0,0.0958904109589041,1.3333333333333333,1.0,1.2,1506.2345120357095,27,7,6,5,32,24,18,13.333333333333334,1.3,0.2,10,3,1.3862943611198906,127.0,16.0,0.12598425196850394,2.0,1.6,1.3,1588.987651848895,0.0,0.0,0.0,-82.7531398131855
2018-12-29,Napoli,Bologna,3,2,H,1,1,D,,14,10,9,4,14,10,6,5,2,2,0,0,season-1819.csv,H,41,13,2,3,34,15,18,14.277777777777779,2.3,1.4,10,3,1.3862943611198906,140.0,19.0,0.1357142857142857,2.0,2.4,2.3,1681.0692744623739,13,2,7,9,13,26,18,8.38888888888889,0.6,-0.7,10,3,1.3862943611198906,85.0,9.0,0.10588235294117647,0.6666666666666666,0.4,0.6,1397.6838561806996,3.0,0.5,3.0,283.3854182816742
2018-12-29,Sassuolo,Atalanta,2,6,A,0,2,A,,13,13,8,9,10,10,1,8,1,2,0,0,season-1819.csv,A,25,6,7,5,28,26,18,10.777777777777779,1.2,0.1,10,3,1.3862943611198906,107.0,13.0,0.12149532710280374,1.3333333333333333,1.2,1.2,1494.8326715096448,25,7,4,7,33,25,18,12.277777777777779,1.9,1.0,10,3,1.3862943611198906,117.0,24.0,0.20512820512820512,1.3333333333333333,1.4,1.9,1536.5020015697548,0.5,2.5,0.0,-41.66933006011004
2018-12-29,Udinese,Cagliari,2,0,H,1,0,H,,19,4,7,1,11,15,6,6,3,2,1,1,season-1819.csv,H,15,3,6,9,14,23,18,8.88888888888889,0.7,-0.7,10,3,1.3862943611198906,86.0,6.0,0.06976744186046512,0.6666666666666666,0.6,0.7,1415.224333353995,20,4,8,6,17,23,18,8.833333333333334,1.1,-0.3,10,3,1.3862943611198906,93.0,11.0,0.11827956989247312,1.0,1.0,1.1,1455.407911820299,0.5,1.5,0.0,-40.18357846630397
2018-12-29,Milan,Spal,2,1,H,1,1,D,,11,9,6,4,15,10,11,2,4,2,1,0,season-1819.csv,H,28,7,7,4,24,19,18,12.38888888888889,1.6,0.1,10,3,1.3862943611198906,124.0,9.0,0.07258064516129033,0.6666666666666666,1.2,1.6,1565.8966221926564,17,4,5,9,14,25,18,9.11111111111111,0.8,-0.7,10,3,1.3862943611198906,88.0,8.0,0.09090909090909091,0.6666666666666666,0.8,0.8,1434.8385467400446,3.0,0.0,3.0,131.05807545261177
2018-12-29,Juventus,Sampdoria,2,1,H,1,1,D,,15,7,8,3,13,16,6,3,2,2,0,0,season-1819.csv,H,50,16,2,0,36,10,18,13.777777777777779,2.6,1.3,10,3,1.3862943611198906,115.0,18.0,0.1565217391304348,2.3333333333333335,2.6,2.6,1746.3126356974474,29,8,5,5,31,21,18,8.555555555555555,1.5,0.2,10,3,1.3862943611198906,79.0,19.0,0.24050632911392406,3.0,2.6,1.5,1519.3828333013969,2.5,1.5,1.5,226.9298023960505
2018-12-29,Genoa,Fiorentina,0,0,D,0,0,D,,7,8,3,6,21,8,7,3,2,1,0,0,season-1819.csv,D,19,5,4,9,25,35,18,9.777777777777779,0.6,-0.8,10,3,1.3862943611198906,94.0,12.0,0.1276595744680851,1.0,0.8,0.6,1437.2415727729133,25,6,7,5,25,18,18,11.61111111111111,1.2,-0.1,10,3,1.3862943611198906,114.0,11.0,0.09649122807017543,2.0,1.4,1.2,1528.7231906520676,1.0,1.5,0.5,-91.48161787915433
2018-12-29,Empoli,Inter,0,1,A,0,0,D,,7,7,3,6,14,4,4,6,1,1,0,0,season-1819.csv,A,16,4,4,10,22,36,18,9.722222222222221,1.1,-0.9,10,3,1.3862943611198906,91.0,17.0,0.18681318681318682,0.0,0.8,1.1,1456.1325539057668,36,11,3,4,30,14,18,12.722222222222221,2.0,1.0,10,3,1.3862943611198906,132.0,18.0,0.13636363636363635,2.3333333333333335,1.6,2.0,1614.414055476918,0.0,0.0,0.0,-158.28150157115124
2018-12-29,Chievo,Frosinone,1,0,H,0,0,D,,9,12,3,4,16,20,4,2,4,6,0,1,season-1819.csv,H,8,0,8,10,13,35,18,7.277777777777778,0.6,-0.9,10,3,1.3862943611198906,68.0,7.0,0.10294117647058823,0.6666666666666666,0.8,0.6,1399.1049478219977,10,1,7,10,12,36,18,8.38888888888889,0.9,-0.6,10,3,1.3862943611198906,90.0,9.0,0.1,0.6666666666666666,0.6,0.9,1438.3820560862732,0.0,0.0,0.0,-39.27710826427551
2018-12-29,Lazio,Torino,1,1,D,0,1,A,,10,7,5,6,20,22,7,3,4,4,1,1,season-1819.csv,D,31,9,4,5,27,20,18,13.11111111111111,1.6,0.5,10,3,1.3862943611198906,143.0,16.0,0.11188811188811189,2.0,1.6,1.6,1582.9734602248798,26,6,8,4,23,18,18,10.61111111111111,1.4,0.5,10,3,1.3862943611198906,114.0,14.0,0.12280701754385964,1.3333333333333333,1.6,1.4,1537.4321359364712,1.0,1.5,1.5,45.54132428840853
2019-01-19,Inter,Sassuolo,0,0,D,0,0,D,,8,11,4,6,16,16,11,0,1,3,0,0,season-1819.csv,D,39,12,3,4,31,14,19,12.421052631578947,2.0,1.0,10,21,3.091042453358316,125.0,18.0,0.144,2.3333333333333335,2.0,2.0,1622.7521382339196,25,6,7,6,30,32,19,10.894736842105264,1.1,-0.3,10,21,3.091042453358316,113.0,15.0,0.13274336283185842,0.3333333333333333,1.0,1.1,1483.1693782064235,0.3333333333333333,1.3333333333333333,0.0,139.58276002749608
2019-01-19,Roma,Torino,3,2,H,2,0,H,,11,8,9,3,17,17,6,3,2,3,0,0,season-1819.csv,H,30,8,6,5,34,24,19,13.631578947368421,1.6,0.6,10,21,3.091042453358316,133.0,18.0,0.13533834586466165,2.0,2.0,1.6,1599.4836490474856,27,6,9,4,24,19,19,10.421052631578947,1.4,0.5,10,21,3.091042453358316,109.0,13.0,0.11926605504587157,1.6666666666666667,1.2,1.4,1541.3921828339048,1.6666666666666667,0.0,3.0,58.091466213580816
2019-01-19,Udinese,Parma,1,2,A,0,1,A,,17,7,9,4,17,15,8,2,3,1,0,0,season-1819.csv,A,18,4,6,9,16,23,19,9.421052631578947,1.0,-0.2,10,21,3.091042453358316,98.0,8.0,0.08163265306122448,1.6666666666666667,1.0,1.0,1423.5194895573643,25,7,4,8,17,23,19,7.052631578947368,1.2,-0.5,10,21,3.091042453358316,73.0,7.0,0.0958904109589041,1.3333333333333333,1.0,1.2,1495.7385148371188,2.0,2.0,1.0,-72.21902527975453
2019-01-20,Spal,Bologna,1,1,D,0,1,A,,13,12,9,6,13,18,7,7,2,3,0,0,season-1819.csv,D,17,4,5,10,15,27,19,9.105263157894736,0.5,-1.0,10,22,3.1354942159291497,92.0,7.0,0.07608695652173914,0.3333333333333333,0.6,0.5,1430.6556148270186,13,2,7,10,15,29,19,8.473684210526315,0.5,-0.8,10,22,3.1354942159291497,89.0,9.0,0.10112359550561797,0.3333333333333333,0.4,0.5,1395.7012830241852,1.0,0.6666666666666666,2.0,34.954331802833394
2019-01-20,Napoli,Lazio,2,1,H,2,0,H,,17,13,13,9,6,12,7,8,1,5,0,1,season-1819.csv,H,44,14,2,3,37,17,19,14.263157894736842,2.3,1.2,10,22,3.1354942159291497,145.0,19.0,0.1310344827586207,2.0,2.4,2.3,1683.0518476188884,32,9,5,5,28,21,19,12.947368421052632,1.4,0.3,10,22,3.1354942159291497,138.0,15.0,0.10869565217391304,2.3333333333333335,1.6,1.4,1579.0134133274462,3.3333333333333335,1.0,3.0,104.03843429144217
2019-01-20,Fiorentina,Sampdoria,3,3,D,1,1,D,,8,9,4,5,15,22,4,7,6,4,1,0,season-1819.csv,D,26,6,8,5,25,18,19,11.421052631578947,1.2,-0.1,10,22,3.1354942159291497,115.0,10.0,0.08695652173913043,1.3333333333333333,1.6,1.2,1528.9683202821889,29,8,5,6,32,23,19,8.473684210526315,1.4,0.1,10,22,3.1354942159291497,79.0,20.0,0.25316455696202533,2.0,2.0,1.4,1516.7395533990573,1.0,2.0,0.3333333333333333,12.228766883131584
2019-01-20,Cagliari,Empoli,2,2,D,1,0,H,,13,9,3,4,11,10,4,7,0,0,0,0,season-1819.csv,D,20,4,8,7,17,25,19,8.578947368421053,1.0,-0.5,10,22,3.1354942159291497,89.0,10.0,0.11235955056179775,1.0,0.8,1.0,1447.1127556169297,16,4,4,11,22,37,19,9.578947368421053,1.0,-1.0,10,22,3.1354942159291497,83.0,14.0,0.1686746987951807,0.0,0.6,1.0,1447.7944711487653,0.0,2.0,0.0,-0.6817155318356072
2019-01-20,Frosinone,Atalanta,0,5,A,0,2,A,,5,14,3,8,12,11,4,8,2,0,0,0,season-1819.csv,A,10,1,7,11,12,37,19,8.578947368421053,0.8,-0.7,10,22,3.1354942159291497,97.0,6.0,0.061855670103092786,0.6666666666666666,0.4,0.8,1430.1122205596587,28,8,4,7,39,27,19,12.31578947368421,1.9,1.0,10,22,3.1354942159291497,115.0,25.0,0.21739130434782608,1.3333333333333333,2.0,1.9,1548.1652948729761,0.0,4.0,0.0,-118.05307431331744
2019-01-21,Genoa,Milan,0,2,A,0,0,D,,13,9,7,7,14,17,5,6,3,3,0,0,season-1819.csv,A,20,5,5,9,25,35,19,9.631578947368421,0.6,-0.8,10,23,3.1780538303479458,90.0,10.0,0.1111111111111111,1.3333333333333333,1.0,0.6,1436.996443142792,31,8,7,4,26,20,19,12.31578947368421,1.6,0.1,10,23,3.1780538303479458,127.0,8.0,0.06299212598425197,1.3333333333333333,1.2,1.6,1570.0795541056825,0.3333333333333333,1.0,0.3333333333333333,-133.0831109628905
2019-01-21,Juventus,Chievo,3,0,H,2,0,H,,19,7,11,3,10,7,12,5,1,2,0,0,season-1819.csv,H,53,17,2,0,38,11,19,13.842105263157896,2.8,1.4,10,23,3.1780538303479458,117.0,19.0,0.1623931623931624,2.3333333333333335,2.6,2.8,1748.955915599787,11,1,8,10,14,35,19,7.368421052631579,0.9,-0.4,10,23,3.1780538303479458,74.0,7.0,0.0945945945945946,1.3333333333333333,1.2,0.9,1407.3747833486123,2.6666666666666665,0.6666666666666666,3.0,341.5811322511747
2019-01-26,Milan,Napoli,0,0,D,0,0,D,,12,14,7,8,7,11,6,8,1,3,0,1,season-1819.csv,D,34,9,7,4,28,20,20,12.15,1.6,0.2,10,5,1.791759469228055,117.0,8.0,0.06837606837606838,2.3333333333333335,1.6,1.6,1579.1302131241655,47,15,2,3,39,18,20,14.4,2.5,1.3,10,6,1.9459101490553132,144.0,20.0,0.1388888888888889,2.0,2.4,2.5,1687.7725556774733,1.0,1.6666666666666667,0.3333333333333333,-108.6423425533078
2019-01-26,Sampdoria,Udinese,4,0,H,1,0,H,,14,6,9,0,14,13,1,1,2,4,0,0,season-1819.csv,H,30,8,6,6,35,26,20,8.5,1.5,0.2,10,6,1.9459101490553132,85.0,21.0,0.24705882352941178,1.3333333333333333,2.0,1.5,1519.8619072553654,18,4,6,10,17,25,20,9.8,0.9,-0.3,10,7,2.0794415416798357,104.0,7.0,0.0673076923076923,1.3333333333333333,1.0,0.9,1412.7215885947953,0.6666666666666666,2.0,1.0,107.14031866057007
2019-01-26,Sassuolo,Cagliari,3,0,H,2,0,H,,11,7,9,3,14,17,4,12,1,1,0,0,season-1819.csv,H,26,6,8,6,30,32,20,10.9,1.1,-0.3,10,7,2.0794415416798357,113.0,13.0,0.11504424778761062,0.3333333333333333,1.0,1.1,1489.1464647666812,21,4,9,7,19,27,20,8.8,0.8,-0.6,10,6,1.9459101490553132,90.0,10.0,0.1111111111111111,1.3333333333333333,0.8,0.8,1444.3295471493589,1.0,0.6666666666666666,1.6666666666666667,44.81691761732236
2019-01-27,Parma,Spal,2,3,A,1,0,H,,9,15,5,6,9,13,1,10,2,4,0,0,season-1819.csv,A,28,8,4,8,19,24,20,7.05,1.5,-0.1,10,8,2.1972245773362196,71.0,9.0,0.1267605633802817,2.0,1.4,1.5,1506.5364157996878,18,4,6,10,16,28,20,9.3,0.6,-0.7,10,7,2.0794415416798357,95.0,8.0,0.08421052631578947,0.6666666666666666,0.6,0.6,1426.9555570763903,0.0,1.0,0.0,79.58085872329752
2019-01-27,Lazio,Juventus,1,2,A,0,0,D,,11,4,5,3,11,13,8,1,2,5,0,0,season-1819.csv,A,32,9,5,6,29,23,20,12.95,1.4,0.5,10,7,2.0794415416798357,140.0,16.0,0.11428571428571428,1.3333333333333333,1.4,1.4,1574.2927052688613,56,18,2,0,41,11,20,14.1,2.8,1.6,10,6,1.9459101490553132,124.0,20.0,0.16129032258064516,2.3333333333333335,2.6,2.8,1750.4153050451837,0.6666666666666666,1.3333333333333333,1.0,-176.12259977632243
2019-01-27,Torino,Inter,1,0,H,1,0,H,,7,9,4,4,19,12,6,7,3,3,0,1,season-1819.csv,H,27,6,9,5,26,22,20,10.3,1.3,0.4,10,8,2.1972245773362196,105.0,14.0,0.13333333333333333,1.3333333333333333,1.0,1.3,1535.6523810330584,40,12,4,4,31,14,20,12.2,1.8,0.7,10,8,2.1972245773362196,120.0,15.0,0.125,2.3333333333333335,2.2,1.8,1616.775051673662,1.3333333333333333,1.0,1.6666666666666667,-81.12267064060347
2019-01-27,Bologna,Frosinone,0,4,A,0,2,A,,8,4,2,4,15,13,9,2,3,4,1,0,season-1819.csv,A,14,2,8,10,16,30,20,8.65,0.5,-0.8,10,7,2.0794415416798357,91.0,8.0,0.08791208791208792,0.3333333333333333,0.6,0.5,1399.4013407748134,10,1,7,12,12,42,20,8.4,0.5,-1.5,10,7,2.0794415416798357,97.0,3.0,0.030927835051546393,0.3333333333333333,0.4,0.5,1420.631362674069,0.0,0.0,1.0,-21.230021899255462
2019-01-27,Atalanta,Roma,3,3,D,1,3,A,,14,7,6,5,7,13,9,2,0,3,0,0,season-1819.csv,D,31,9,4,7,44,27,20,12.4,1.9,1.2,10,7,2.0794415416798357,108.0,27.0,0.25,2.3333333333333335,2.0,1.9,1557.646152758566,33,9,6,5,37,26,20,13.5,1.8,0.7,10,8,2.1972245773362196,137.0,20.0,0.145985401459854,3.0,2.4,1.8,1605.223450848332,1.6666666666666667,1.6666666666666667,1.3333333333333333,-47.577298089766145
2019-01-27,Chievo,Fiorentina,3,4,A,1,2,A,,14,11,8,7,19,18,7,5,3,1,0,1,season-1819.csv,A,11,1,8,11,14,38,20,7.35,0.9,-0.6,10,6,1.9459101490553132,69.0,6.0,0.08695652173913043,1.0,1.0,0.9,1405.9153939032155,27,6,9,5,28,21,20,11.25,1.2,-0.1,10,7,2.0794415416798357,115.0,12.0,0.10434782608695652,0.6666666666666666,1.6,1.2,1525.8459664258808,1.0,2.6666666666666665,1.0,-119.93057252266522
2019-01-28,Empoli,Genoa,1,3,A,0,1,A,,13,12,7,7,8,7,1,3,1,2,0,0,season-1819.csv,A,17,4,5,11,24,39,20,9.55,1.1,-0.9,10,8,2.1972245773362196,86.0,15.0,0.1744186046511628,0.3333333333333333,0.2,1.1,1450.5776796163361,20,5,5,10,25,37,20,9.8,0.6,-0.9,10,7,2.0794415416798357,96.0,9.0,0.09375,0.3333333333333333,0.8,0.6,1427.945784124309,1.0,2.0,0.0,22.63189549202707
2019-02-02,Empoli,Chievo,2,2,D,1,2,A,,11,10,9,4,9,12,10,6,0,2,0,0,season-1819.csv,D,17,4,5,12,25,42,21,9.714285714285714,1.1,-0.7,10,5,1.791759469228055,91.0,15.0,0.16483516483516483,0.3333333333333333,0.2,1.1,1437.1876732863661,11,1,8,12,17,42,21,7.666666666666667,0.9,-0.5,10,6,1.9459101490553132,82.0,9.0,0.10975609756097561,1.0,0.8,0.9,1396.4884134818565,0.0,0.0,1.0,40.699259804509666
2019-02-02,Juventus,Parma,3,3,D,1,0,H,,18,11,9,5,6,11,12,4,1,2,0,0,season-1819.csv,D,59,19,2,0,43,12,21,13.619047619047619,2.8,1.5,10,6,1.9459101490553132,117.0,19.0,0.1623931623931624,3.0,2.6,2.8,1758.2587189167775,28,8,4,9,21,27,21,7.142857142857143,1.4,-0.2,10,6,1.9459101490553132,71.0,11.0,0.15492957746478872,1.0,1.4,1.4,1491.7835684768943,2.0,1.0,3.0,266.47515043988324
2019-02-02,Napoli,Sampdoria,3,0,H,2,0,H,,18,8,14,2,4,12,5,3,0,3,0,0,season-1819.csv,H,48,15,3,3,39,18,21,14.380952380952381,2.3,0.9,10,7,2.0794415416798357,139.0,15.0,0.1079136690647482,2.3333333333333335,2.0,2.3,1687.5238603545195,33,9,6,6,39,26,21,8.761904761904763,1.8,0.9,10,7,2.0794415416798357,89.0,24.0,0.2696629213483146,1.3333333333333333,2.0,1.8,1524.5185226927165,1.6666666666666667,1.6666666666666667,2.0,163.00533766180297
2019-02-03,Genoa,Sassuolo,1,1,D,1,1,D,,4,11,2,8,11,15,4,6,1,3,0,0,season-1819.csv,D,23,6,5,10,28,38,21,9.904761904761905,0.9,-0.2,10,6,1.9459101490553132,100.0,12.0,0.12,1.3333333333333333,1.4,0.9,1441.335790454279,29,7,8,6,33,32,21,10.904761904761905,1.1,-0.2,10,8,2.1972245773362196,116.0,14.0,0.1206896551724138,1.3333333333333333,1.0,1.1,1495.2040127646915,1.3333333333333333,1.6666666666666667,1.3333333333333333,-53.86822231041242
2019-02-03,Inter,Bologna,0,1,A,0,1,A,,12,8,3,7,13,17,6,7,1,2,0,0,season-1819.csv,A,40,12,4,5,31,15,21,12.047619047619047,1.5,0.1,10,7,2.0794415416798357,112.0,10.0,0.08928571428571429,1.3333333333333333,1.6,1.5,1607.317850859216,14,2,8,11,16,34,21,8.619047619047619,0.5,-1.1,10,7,2.0794415416798357,90.0,7.0,0.07777777777777778,0.3333333333333333,0.4,0.5,1387.172221418382,2.0,0.6666666666666666,2.3333333333333335,220.145629440834
2019-02-03,Roma,Milan,1,1,D,0,1,A,,11,6,9,5,15,9,10,2,3,4,0,0,season-1819.csv,D,34,9,7,5,40,29,21,13.19047619047619,1.8,0.7,10,7,2.0794415416798357,133.0,22.0,0.16541353383458646,2.3333333333333335,2.0,1.8,1606.720950590984,35,9,8,4,28,20,21,12.142857142857142,1.4,0.1,10,8,2.1972245773362196,114.0,7.0,0.06140350877192982,2.3333333333333335,1.6,1.4,1579.3789084471193,1.0,1.3333333333333333,1.0,27.342042143864774
2019-02-03,Spal,Torino,0,0,D,0,0,D,,8,5,1,1,24,27,11,6,5,5,0,1,season-1819.csv,D,21,5,6,10,19,30,21,9.571428571428571,0.9,-0.3,10,7,2.0794415416798357,105.0,10.0,0.09523809523809523,1.3333333333333333,1.0,0.9,1441.7084043991838,30,7,9,5,27,22,21,10.142857142857142,1.3,0.2,10,7,2.0794415416798357,97.0,11.0,0.1134020618556701,1.3333333333333333,1.6,1.3,1545.1095818475044,1.0,1.6666666666666667,0.3333333333333333,-103.4011774483206
2019-02-03,Udinese,Fiorentina,1,1,D,0,0,D,,7,9,2,4,13,14,1,10,3,3,0,0,season-1819.csv,D,18,4,6,11,17,29,21,9.619047619047619,0.9,-0.6,10,8,2.1972245773362196,99.0,7.0,0.0707070707070707,1.0,1.0,0.9,1408.0649731574442,30,7,9,5,32,24,21,11.238095238095237,1.4,0.0,10,7,2.0794415416798357,115.0,15.0,0.13043478260869565,1.6666666666666667,1.6,1.4,1535.2729468472398,0.3333333333333333,1.6666666666666667,0.0,-127.20797368979561
2019-02-04,Frosinone,Lazio,0,1,A,0,1,A,,9,11,4,5,8,14,2,2,1,5,0,0,season-1819.csv,A,13,2,7,12,16,42,21,8.19047619047619,0.7,-1.1,10,8,2.1972245773362196,92.0,7.0,0.07608695652173914,1.0,1.0,0.7,1432.8604820305004,32,9,5,7,30,25,21,12.857142857142858,1.1,0.1,10,8,2.1972245773362196,133.0,13.0,0.09774436090225563,0.3333333333333333,1.4,1.1,1566.4492913972674,0.0,1.0,0.0,-133.588809366767
2019-02-04,Cagliari,Atalanta,0,1,A,0,0,D,,8,10,2,6,18,11,2,4,0,2,0,0,season-1819.csv,A,21,4,9,8,19,30,21,8.714285714285714,0.8,-0.7,10,9,2.302585092994046,93.0,9.0,0.0967741935483871,0.3333333333333333,0.8,0.8,1438.2719991513486,32,9,5,7,47,30,21,12.476190476190476,1.7,1.1,10,8,2.1972245773362196,110.0,28.0,0.2545454545454545,2.3333333333333335,1.6,1.7,1556.1486530159139,1.3333333333333333,0.3333333333333333,3.0,-117.87665386456524
2019-02-07,Lazio,Empoli,1,0,H,1,0,H,,8,3,4,1,13,8,3,2,1,1,0,0,season-1819.csv,H,35,10,5,7,31,25,22,12.772727272727273,1.3,0.2,10,3,1.3862943611198906,137.0,13.0,0.0948905109489051,1.0,1.4,1.3,1575.4855284268829,18,4,6,12,27,44,22,9.772727272727273,0.9,-0.8,10,5,1.791759469228055,93.0,15.0,0.16129032258064516,0.6666666666666666,0.4,0.9,1433.3457813417097,1.0,0.0,3.0,142.1397470851732
2019-02-08,Chievo,Roma,0,3,A,0,2,A,,11,11,6,9,6,9,7,7,1,2,0,0,season-1819.csv,A,12,1,9,12,19,44,22,7.7727272727272725,0.9,-0.5,10,6,1.9459101490553132,80.0,9.0,0.1125,0.3333333333333333,0.8,0.9,1400.330305426513,35,9,8,5,41,30,22,13.090909090909092,1.6,0.4,10,5,1.791759469228055,134.0,19.0,0.1417910447761194,1.6666666666666667,2.2,1.6,1603.2115113225645,1.0,2.0,0.6666666666666666,-202.8812058960516
2019-02-09,Fiorentina,Napoli,0,0,D,0,0,D,,10,12,4,4,9,17,5,5,2,4,0,0,season-1819.csv,D,31,7,10,5,33,25,22,11.136363636363637,1.4,0.0,10,6,1.9459101490553132,108.0,15.0,0.1388888888888889,1.6666666666666667,1.2,1.4,1534.491435324391,51,16,3,3,42,18,22,14.545454545454545,2.3,1.1,10,7,2.0794415416798357,144.0,16.0,0.1111111111111111,2.3333333333333335,2.0,2.3,1691.1308532229928,1.0,0.3333333333333333,1.3333333333333333,-156.63941789860178
2019-02-09,Parma,Inter,0,1,A,0,0,D,,6,13,2,7,17,12,2,10,2,2,0,0,season-1819.csv,A,29,8,5,9,24,30,22,7.318181818181818,1.2,-0.3,10,7,2.0794415416798357,71.0,12.0,0.16901408450704225,1.3333333333333333,1.4,1.2,1499.6202245790557,40,12,4,6,31,16,22,12.045454545454545,1.5,0.3,10,6,1.9459101490553132,118.0,9.0,0.07627118644067797,0.3333333333333333,1.4,1.5,1590.0520092996155,1.0,0.0,3.0,-90.43178472055979
