Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Christian Abbiati,it ITA,GK,33.0,35,35.0,3078,34.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Silva,br BRA,DF,25.0,33,33.0,2896,32.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Zlatan Ibrahimović,se SWE,FW,28.0,29,29.0,2530,28.1,14.0,11.0,25.0,11.0,3.0,4.0,8.0,2.0,0.5,0.39,0.89,0.39,0.78,Matches
Gennaro Gattuso,it ITA,MF,32.0,31,28.0,2196,24.4,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches
Ignazio Abate,it ITA,"DF,MF",23.0,29,26.0,2412,26.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches
Robinho,br BRA,"FW,MF",26.0,34,26.0,2328,25.9,14.0,2.0,16.0,14.0,0.0,0.0,2.0,0.0,0.54,0.08,0.62,0.54,0.62,Matches
Alessandro Nesta,it ITA,DF,34.0,26,26.0,2228,24.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Clarence Seedorf,nl NED,MF,34.0,30,23.0,2133,23.7,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,0.17,0.25,0.42,0.17,0.42,Matches
Alexandre Pato,br BRA,"FW,MF",20.0,25,19.0,1590,17.7,14.0,5.0,19.0,14.0,0.0,0.0,3.0,0.0,0.79,0.28,1.08,0.79,1.08,Matches
Kevin-Prince Boateng,gh GHA,"FW,MF",23.0,26,18.0,1639,18.2,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,0.16,0.05,0.22,0.16,0.22,Matches
Luca Antonini,it ITA,"DF,MF",27.0,22,18.0,1623,18.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Massimo Ambrosini,it ITA,MF,33.0,18,16.0,1382,15.4,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches
Gianluca Zambrotta,it ITA,DF,33.0,15,15.0,1317,14.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
