Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Francesco Antonioli,it ITA,GK,40.0,37,37.0,3330,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Parolo,it ITA,MF,25.0,37,37.0,3192,35.5,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Steve von Bergen,ch SUI,DF,27.0,34,34.0,3041,33.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.03,0.03,0.0,0.03,Matches
Emanuele Giaccherini,it ITA,"FW,MF",25.0,36,34.0,2883,32.0,7.0,4.0,11.0,7.0,0.0,0.0,5.0,1.0,0.22,0.12,0.34,0.22,0.34,Matches
Giuseppe Colucci,it ITA,MF,29.0,33,32.0,2758,30.6,1.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,0.03,0.0,0.03,0.0,0.0,Matches
Luis Jiménez,cl CHI,"FW,MF",26.0,31,30.0,2531,28.1,9.0,2.0,11.0,7.0,2.0,2.0,5.0,0.0,0.32,0.07,0.39,0.25,0.32,Matches
Erjon Bogdani,al ALB,FW,33.0,35,29.0,2445,27.2,8.0,1.0,9.0,7.0,1.0,1.0,4.0,0.0,0.29,0.04,0.33,0.26,0.29,Matches
Luca Ceccarelli,it ITA,"DF,MF",27.0,32,25.0,2370,26.3,1.0,5.0,6.0,1.0,0.0,0.0,6.0,0.0,0.04,0.19,0.23,0.04,0.23,Matches
Maximiliano Pellegrino,ar ARG,DF,30.0,30,24.0,2330,25.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Maurizio Lauro,it ITA,DF,29.0,30,23.0,1967,21.9,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Fabio Caserta,it ITA,MF,31.0,25,19.0,1609,17.9,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches
Yuto Nagatomo,jp JPN,"DF,MF",23.0,16,16.0,1440,16.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Stephen Appiah,gh GHA,MF,29.0,14,13.0,1013,11.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ezequiel Schelotto,it ITA,"DF,MF",21.0,17,11.0,942,10.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches
Yohan Benalouane,tn TUN,DF,23.0,15,10.0,1007,11.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Davide Santon,it ITA,DF,19.0,11,9.0,849,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
