Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Morgan De Sanctis,it ITA,GK,33.0,38,38.0,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marek Hamšík,sk SVK,MF,23.0,37,36.0,2964,32.9,11.0,8.0,19.0,9.0,2.0,3.0,4.0,0.0,0.33,0.24,0.58,0.27,0.52,Matches
Christian Maggio,it ITA,"DF,MF",28.0,33,33.0,2799,31.1,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,0.13,0.1,0.23,0.13,0.23,Matches
Edinson Cavani,uy URU,"FW,MF",23.0,35,32.0,2899,32.2,26.0,6.0,32.0,21.0,5.0,7.0,6.0,1.0,0.81,0.19,0.99,0.65,0.84,Matches
Paolo Cannavaro,it ITA,DF,29.0,32,31.0,2717,30.2,2.0,1.0,3.0,2.0,0.0,0.0,8.0,1.0,0.07,0.03,0.1,0.07,0.1,Matches
Andrea Dossena,it ITA,"DF,MF",28.0,33,31.0,2448,27.2,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.04,0.11,0.15,0.04,0.15,Matches
Hugo Campagnaro,ar ARG,DF,30.0,31,30.0,2730,30.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michele Pazienza,it ITA,MF,27.0,31,30.0,2425,26.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,0.04,0.04,0.07,0.04,0.07,Matches
Ezequiel Lavezzi,ar ARG,"FW,MF",25.0,31,29.0,2643,29.4,6.0,13.0,19.0,6.0,0.0,0.0,8.0,0.0,0.2,0.44,0.65,0.2,0.65,Matches
Walter Gargano,uy URU,MF,26.0,36,29.0,2617,29.1,0.0,4.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Salvatore Aronica,it ITA,DF,32.0,26,19.0,1881,20.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hassan Yebda,dz ALG,MF,26.0,29,15.0,1604,17.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Zúñiga,co COL,"DF,MF",24.0,27,15.0,1547,17.2,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.12,0.12,0.23,0.12,0.23,Matches
Gianluca Grava,it ITA,DF,33.0,13,12.0,930,10.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabiano Santacroce,it ITA,DF,23.0,11,10.0,822,9.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Sosa,ar ARG,MF,25.0,24,7.0,698,7.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.13,0.26,0.39,0.13,0.39,Matches
Emílson Cribari,br BRA,DF,30.0,9,6.0,619,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Víctor Ruiz,es ESP,"DF,MF",21.0,6,6.0,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giuseppe Mascara,it ITA,FW,30.0,14,4.0,491,5.5,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,0.55,0.37,0.92,0.55,0.92,Matches
Luigi Vitale,it ITA,"DF,FW",22.0,6,2.0,223,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristiano Lucarelli,it ITA,FW,34.0,9,1.0,230,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches
Raffaele Maiello,it ITA,MF,19.0,3,1.0,107,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Manuele Blasi,it ITA,MF,29.0,2,1.0,76,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolao Dumitru,it ITA,"FW,MF",18.0,9,0.0,107,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.7,38,418.0,3420,38.0,58.0,45.0,103.0,51.0,7.0,10.0,101.0,5.0,1.53,1.18,2.71,1.34,2.53,
Opponent Total,,,27.5,38,,3420,38.0,,,,,,,,,,,,,,
