Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Stefano Sorrentino,it ITA,GK,31.0,37,37.0,3310,36.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Pellissier,it ITA,FW,31.0,35,35.0,3049,33.9,11.0,4.0,15.0,10.0,1.0,1.0,2.0,0.0,0.32,0.12,0.44,0.3,0.41,Matches
Andrea Mantovani,it ITA,DF,26.0,31,31.0,2753,30.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Boštjan Cesar,si SVN,DF,28.0,32,29.0,2625,29.2,3.0,0.0,3.0,3.0,0.0,0.0,11.0,2.0,0.1,0.0,0.1,0.1,0.1,Matches
Marco Andreolli,it ITA,DF,24.0,28,27.0,2345,26.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Rigoni,it ITA,MF,25.0,29,27.0,2343,26.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,1.0,0.04,0.04,0.08,0.04,0.08,Matches
Kévin Constant,gn GUI,"DF,MF",23.0,32,27.0,2225,24.7,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,0.08,0.16,0.24,0.08,0.24,Matches
Gelson Fernandes,ch SUI,MF,23.0,29,24.0,2339,26.0,2.0,1.0,3.0,2.0,0.0,0.0,13.0,1.0,0.08,0.04,0.12,0.08,0.12,Matches
Mariano Bogliacino,uy URU,MF,30.0,34,23.0,2068,23.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.04,0.13,0.17,0.04,0.17,Matches
Davide Moscardelli,it ITA,FW,30.0,34,21.0,1891,21.0,6.0,1.0,7.0,6.0,0.0,0.0,4.0,0.0,0.29,0.05,0.33,0.29,0.33,Matches
Gennaro Sardo,it ITA,DF,31.0,27,20.0,1900,21.1,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Nicolas Frey,fr FRA,DF,26.0,21,19.0,1681,18.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Davide Mandelli,it ITA,DF,33.0,20,16.0,1573,17.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Cyril Théréau,fr FRA,FW,27.0,23,15.0,1302,14.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Roberto Guana,it ITA,MF,29.0,19,15.0,1265,14.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michele Marcolini,it ITA,MF,34.0,26,14.0,1312,14.6,2.0,1.0,3.0,2.0,0.0,1.0,5.0,0.0,0.14,0.07,0.21,0.14,0.21,Matches
Bojan Jokić,si SVN,"DF,MF",24.0,15,13.0,1094,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simone Bentivoglio,it ITA,MF,25.0,12,8.0,658,7.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Pablo Granoche,uy URU,FW,26.0,18,5.0,597,6.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches
Santiago Morero,ar ARG,DF,28.0,5,3.0,311,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nico Pulzetti,it ITA,MF,26.0,7,3.0,219,2.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.41,0.0,0.41,0.41,0.41,Matches
Luciano,br BRA,MF,34.0,4,3.0,211,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,Matches
Miloš Dimitrijević,rs SRB,MF,26.0,2,2.0,130,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lorenzo Squizzi,it ITA,GK,36.0,2,1.0,110,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Uribe,co COL,FW,22.0,7,0.0,158,1.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches
Marcos de Paula,br BRA,FW,26.0,3,0.0,72,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.2,38,418.0,3420,38.0,37.0,21.0,58.0,36.0,1.0,2.0,97.0,4.0,0.97,0.55,1.53,0.95,1.5,
Opponent Total,,,27.6,38,,3420,38.0,,,,,,,,,,,,,,
