Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Francesco Caputo,it ITA,FW,30.0,38,38,3420.0,38.0,16.0,3.0,19.0,13.0,3.0,6.0,3.0,0.0,17.6,12.9,5.2,18.1,87.0,51.0,358.0,0.42,0.08,0.5,0.34,0.42,0.46,0.14,0.6,0.34,0.48,Matches
Giovanni Di Lorenzo,it ITA,"DF,FW",24.0,37,37,3330.0,37.0,5.0,3.0,8.0,5.0,0.0,0.0,8.0,0.0,3.6,3.3,5.3,8.6,83.0,241.0,219.0,0.14,0.08,0.22,0.14,0.22,0.1,0.14,0.24,0.09,0.23,Matches
Matías Silvestre,ar ARG,DF,33.0,34,34,3060.0,34.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.5,1.5,0.3,1.9,4.0,68.0,2.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches
Rade Krunić,ba BIH,MF,24.0,33,33,2772.0,30.8,5.0,7.0,12.0,5.0,0.0,0.0,7.0,1.0,5.1,5.1,6.2,11.3,130.0,180.0,191.0,0.16,0.23,0.39,0.16,0.39,0.17,0.2,0.37,0.17,0.37,Matches
Ismaël Bennacer,dz ALG,MF,20.0,37,32,2961.0,32.9,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,3.1,3.8,49.0,199.0,57.0,0.0,0.15,0.15,0.0,0.15,0.02,0.1,0.11,0.02,0.11,Matches
Freddie Veseli,al ALB,DF,25.0,31,28,2539.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.4,0.8,48.0,86.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Hamed Junior Traorè,ci CIV,MF,18.0,32,26,2259.0,25.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.9,2.9,2.9,5.9,87.0,136.0,93.0,0.08,0.08,0.16,0.08,0.16,0.12,0.12,0.23,0.12,0.23,Matches
Domenico Maietta,it ITA,DF,35.0,21,21,1714.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,18.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Afriyie Acquah,gh GHA,MF,26.0,28,19,1510.0,16.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,0.8,2.2,58.0,91.0,76.0,0.12,0.0,0.12,0.12,0.12,0.09,0.05,0.13,0.09,0.13,Matches
