Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Cristiano Biraghi,it ITA,DF,25.0,36,36,3194.0,35.5,1.0,4.0,5.0,1.0,0.0,0.0,8.0,0.0,1.4,1.4,6.1,7.5,76.0,119.0,177.0,0.03,0.11,0.14,0.03,0.14,0.04,0.17,0.21,0.04,0.21,Matches
Federico Chiesa,it ITA,FW,20.0,37,34,3034.0,33.7,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,8.8,8.8,5.6,14.4,158.0,106.0,357.0,0.18,0.09,0.27,0.18,0.27,0.26,0.17,0.43,0.26,0.43,Matches
Alban Lafont,fr FRA,GK,19.0,34,34,3015.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Nikola Milenković,rs SRB,DF,20.0,34,34,3008.0,33.4,3.0,0.0,3.0,3.0,0.0,0.0,8.0,1.0,2.7,2.7,0.2,2.9,38.0,159.0,27.0,0.09,0.0,0.09,0.09,0.09,0.08,0.01,0.09,0.08,0.09,Matches
Jordan Veretout,fr FRA,MF,25.0,33,33,2941.0,32.7,5.0,3.0,8.0,0.0,5.0,6.0,12.0,1.0,5.9,1.2,6.1,7.3,69.0,293.0,60.0,0.15,0.09,0.24,0.0,0.09,0.18,0.19,0.37,0.04,0.22,Matches
Germán Pezzella,ar ARG,DF,27.0,32,32,2850.0,31.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,3.0,2.9,0.6,3.5,16.0,84.0,8.0,0.06,0.03,0.09,0.06,0.09,0.09,0.02,0.11,0.09,0.11,Matches
Marco Benassi,it ITA,MF,23.0,32,29,2282.0,25.4,7.0,1.0,8.0,7.0,0.0,0.0,6.0,1.0,5.6,5.6,2.0,7.6,58.0,112.0,148.0,0.28,0.04,0.32,0.28,0.32,0.22,0.08,0.3,0.22,0.3,Matches
Vitor Hugo,br BRA,DF,27.0,30,27,2470.0,27.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,1.2,1.2,1.4,2.6,11.0,95.0,2.0,0.0,0.07,0.07,0.0,0.07,0.05,0.05,0.1,0.05,0.1,Matches
Giovanni Simeone,ar ARG,FW,23.0,36,27,2454.0,27.3,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,11.2,11.2,2.4,13.5,38.0,26.0,173.0,0.22,0.11,0.33,0.22,0.33,0.41,0.09,0.5,0.41,0.5,Matches
