Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Andrea Consigli,it ITA,GK,31.0,36,36,3213.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pol Lirola,es ESP,"DF,MF",20.0,35,32,2975.0,33.1,2.0,6.0,8.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,6.3,7.8,120.0,129.0,202.0,0.06,0.18,0.24,0.06,0.24,0.05,0.19,0.24,0.05,0.24,Matches
Domenico Berardi,it ITA,"FW,MF",23.0,35,32,2875.0,31.9,8.0,4.0,12.0,7.0,1.0,1.0,5.0,1.0,8.9,8.1,4.5,12.6,106.0,141.0,310.0,0.25,0.13,0.38,0.22,0.34,0.28,0.14,0.42,0.25,0.4,Matches
Gian Marco Ferrari,it ITA,DF,26.0,31,31,2790.0,31.0,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,2.2,2.2,0.2,2.5,35.0,143.0,12.0,0.13,0.0,0.13,0.13,0.13,0.07,0.01,0.08,0.07,0.08,Matches
Rogério,br BRA,"DF,MF",20.0,33,29,2672.0,29.7,1.0,2.0,3.0,1.0,0.0,0.0,9.0,1.0,2.4,2.4,2.3,4.7,76.0,102.0,125.0,0.03,0.07,0.1,0.03,0.1,0.08,0.08,0.16,0.08,0.16,Matches
Stefano Sensi,it ITA,MF,22.0,28,23,1972.0,21.9,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,1.9,1.9,5.6,7.4,35.0,133.0,73.0,0.09,0.18,0.27,0.09,0.27,0.09,0.25,0.34,0.09,0.34,Matches
Mehdi Bourabia,ma MAR,MF,26.0,32,21,2010.0,22.3,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,2.3,2.3,2.7,4.9,24.0,91.0,70.0,0.04,0.0,0.04,0.04,0.04,0.1,0.12,0.22,0.1,0.22,Matches
Francesco Magnanelli,it ITA,MF,33.0,26,21,1859.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.2,0.4,12.0,114.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Alfred Duncan,gh GHA,MF,25.0,26,21,1848.0,20.5,4.0,4.0,8.0,4.0,0.0,0.0,7.0,1.0,1.1,1.1,2.8,3.9,45.0,109.0,59.0,0.19,0.19,0.39,0.19,0.39,0.05,0.14,0.19,0.05,0.19,Matches
Manuel Locatelli,it ITA,MF,20.0,29,21,1847.0,20.5,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,2.5,2.5,3.5,6.0,36.0,130.0,80.0,0.1,0.19,0.29,0.1,0.29,0.12,0.17,0.29,0.12,0.29,Matches
Marlon,br BRA,DF,22.0,18,18,1508.0,16.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.4,0.4,0.1,0.5,8.0,79.0,9.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,Matches
Giangiacomo Magnani,it ITA,DF,22.0,19,17,1516.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,11.0,48.0,0.0,0.0,0.06,0.06,0.0,0.06,0.01,0.01,0.02,0.01,0.02,Matches
