Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Francesco Acerbi,it ITA,DF,30.0,37,37,3309.0,36.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,3.4,3.4,1.0,4.3,39.0,135.0,17.0,0.08,0.03,0.11,0.08,0.11,0.09,0.03,0.12,0.09,0.12,Matches
Thomas Strakosha,al ALB,GK,23.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Senad Lulić,ba BIH,"DF,FW",32.0,35,34,2923.0,32.5,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.3,2.3,4.7,6.9,131.0,154.0,241.0,0.12,0.03,0.15,0.12,0.15,0.07,0.14,0.21,0.07,0.21,Matches
Ciro Immobile,it ITA,FW,28.0,36,31,2859.0,31.8,15.0,6.0,21.0,11.0,4.0,4.0,6.0,0.0,15.9,12.7,6.0,18.7,103.0,74.0,335.0,0.47,0.19,0.66,0.35,0.54,0.5,0.19,0.69,0.4,0.59,Matches
Sergej Milinković-Savić,rs SRB,MF,23.0,31,29,2396.0,26.6,5.0,3.0,8.0,5.0,0.0,0.0,7.0,1.0,6.4,6.4,4.5,11.0,59.0,188.0,161.0,0.19,0.11,0.3,0.19,0.3,0.24,0.17,0.41,0.24,0.41,Matches
Marco Parolo,it ITA,MF,33.0,34,28,2563.0,28.5,4.0,3.0,7.0,4.0,0.0,0.0,7.0,0.0,5.5,5.5,3.8,9.3,29.0,99.0,115.0,0.14,0.11,0.25,0.14,0.25,0.19,0.13,0.33,0.19,0.33,Matches
Ștefan Radu,ro ROU,DF,31.0,28,28,2243.0,24.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.3,1.8,44.0,134.0,29.0,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07,Matches
Luis Alberto,es ESP,"MF,FW",25.0,27,25,1990.0,22.1,4.0,5.0,9.0,3.0,1.0,1.0,5.0,1.0,4.2,3.4,5.9,9.4,100.0,200.0,132.0,0.18,0.23,0.41,0.14,0.36,0.19,0.27,0.46,0.16,0.42,Matches
Adam Marušić,me MNE,DF,25.0,26,24,2111.0,23.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.3,2.3,67.0,59.0,141.0,0.04,0.04,0.09,0.04,0.09,0.04,0.05,0.1,0.04,0.1,Matches
Lucas Leiva,br BRA,MF,31.0,27,22,1987.0,22.1,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,2.0,2.6,18.0,170.0,15.0,0.0,0.09,0.09,0.0,0.09,0.03,0.09,0.12,0.03,0.12,Matches
Joaquín Correa,ar ARG,"FW,MF",23.0,34,18,1927.0,21.4,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,8.0,8.0,6.6,14.6,128.0,99.0,198.0,0.23,0.28,0.51,0.23,0.51,0.37,0.31,0.68,0.37,0.68,Matches
Felipe Caicedo,ec ECU,FW,29.0,28,17,1371.0,15.2,8.0,2.0,10.0,7.0,1.0,1.0,4.0,0.0,8.2,7.4,1.2,8.6,21.0,35.0,93.0,0.53,0.13,0.66,0.46,0.59,0.54,0.08,0.62,0.49,0.57,Matches
Luiz Felipe,it ITA,DF,21.0,17,15,1289.0,14.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.4,1.0,12.0,43.0,7.0,0.07,0.07,0.14,0.07,0.14,0.04,0.03,0.07,0.04,0.07,Matches
Wallace,br BRA,DF,23.0,16,14,1233.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.4,1.3,7.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.09,0.07,0.09,Matches
Milan Badelj,hr CRO,MF,29.0,23,14,1141.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.5,1.2,19.0,101.0,12.0,0.08,0.0,0.08,0.08,0.08,0.06,0.04,0.1,0.06,0.1,Matches
