Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Andrea Belotti,it ITA,FW,24.0,37,37,3299.0,36.7,15.0,3.0,18.0,10.0,5.0,6.0,5.0,0.0,17.3,12.6,4.3,16.9,82.0,68.0,267.0,0.41,0.08,0.49,0.27,0.35,0.47,0.12,0.59,0.34,0.46,Matches
Armando Izzo,it ITA,DF,26.0,37,37,3271.0,36.3,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,2.9,2.9,1.1,4.0,55.0,165.0,26.0,0.11,0.03,0.14,0.11,0.14,0.08,0.03,0.11,0.08,0.11,Matches
Nicolas Nkoulou,cm CMR,DF,28.0,36,36,3214.0,35.7,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,1.0,1.0,0.1,1.1,1.0,42.0,2.0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.03,0.03,0.03,Matches
Salvatore Sirigu,it ITA,GK,31.0,36,36,3169.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomás Rincón,ve VEN,MF,30.0,34,32,2799.0,31.1,3.0,1.0,4.0,3.0,0.0,0.0,15.0,0.0,1.2,1.2,1.3,2.5,55.0,144.0,41.0,0.1,0.03,0.13,0.1,0.13,0.04,0.04,0.08,0.04,0.08,Matches
Soualiho Meïté,fr FRA,MF,24.0,35,30,2659.0,29.5,2.0,4.0,6.0,2.0,0.0,0.0,7.0,1.0,1.2,1.2,2.3,3.5,57.0,152.0,64.0,0.07,0.14,0.2,0.07,0.2,0.04,0.08,0.12,0.04,0.12,Matches
Lorenzo De Silvestri,it ITA,DF,30.0,32,30,2415.0,26.8,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,2.8,2.8,2.7,5.6,59.0,102.0,139.0,0.07,0.15,0.22,0.07,0.22,0.11,0.1,0.21,0.11,0.21,Matches
Daniele Baselli,it ITA,MF,26.0,34,27,2379.0,26.4,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.4,2.4,4.2,6.6,50.0,143.0,73.0,0.15,0.04,0.19,0.15,0.19,0.09,0.16,0.25,0.09,0.25,Matches
Cristian Ansaldi,ar ARG,"DF,MF",31.0,24,23,1807.0,20.1,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,1.4,1.4,2.9,4.3,96.0,93.0,108.0,0.15,0.1,0.25,0.15,0.25,0.07,0.14,0.21,0.07,0.21,Matches
Ola Aina,ng NGA,DF,21.0,30,22,2160.0,24.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,2.5,4.0,62.0,97.0,96.0,0.04,0.12,0.17,0.04,0.17,0.06,0.11,0.17,0.06,0.17,Matches
Emiliano Moretti,it ITA,DF,37.0,24,22,2010.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,16.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Iago Falque,es ESP,"FW,MF",28.0,26,19,1612.0,17.9,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,5.3,5.3,3.4,8.8,76.0,88.0,168.0,0.33,0.22,0.56,0.33,0.56,0.3,0.19,0.49,0.3,0.49,Matches
Koffi Djidji,ci CIV,DF,25.0,17,16,1387.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,8.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Álex Berenguer,es ESP,"MF,DF",23.0,31,15,1486.0,16.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,3.7,4.7,63.0,45.0,166.0,0.12,0.18,0.3,0.12,0.3,0.06,0.23,0.28,0.06,0.28,Matches
Simone Zaza,it ITA,"FW,MF",27.0,29,11,1437.0,16.0,4.0,3.0,7.0,4.0,0.0,0.0,8.0,1.0,6.6,6.6,1.0,7.6,17.0,16.0,108.0,0.25,0.19,0.44,0.25,0.44,0.41,0.06,0.48,0.41,0.48,Matches
Saša Lukić,rs SRB,MF,21.0,24,11,989.0,11.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.5,1.5,0.7,2.3,27.0,46.0,32.0,0.18,0.0,0.18,0.18,0.18,0.14,0.06,0.21,0.14,0.21,Matches
Roberto Soriano,it ITA,MF,27.0,11,6,468.0,5.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,14.0,22.0,47.0,0.0,0.38,0.38,0.0,0.38,0.04,0.08,0.12,0.04,0.12,Matches
Vittorio Parigini,it ITA,"MF,DF",22.0,17,2,377.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.1,1.8,25.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.16,0.27,0.43,0.16,0.43,Matches
Salvador Ichazo,uy URU,GK,26.0,3,2,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gleison Bremer,br BRA,DF,21.0,5,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Lyanco,br BRA,DF,21.0,2,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simone Edera,it ITA,MF,21.0,3,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.21,0.06,0.21,Matches
Adem Ljajić,rs SRB,MF,26.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Vitalie Damașcan,md MDA,MF,19.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vincenzo Millico,it ITA,MF,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Erick Ferigra,ec ECU,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luca Gemello,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ben Lhassine Kone,ci CIV,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Michel Ndary Adopo,fr FRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Antonio Rosati,it ITA,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Wilfried Singo,ci CIV,"DF,MF",17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.6,38,418,3420.0,38.0,50.0,31.0,81.0,45.0,5.0,6.0,89.0,4.0,46.6,41.9,32.0,73.9,770.0,1407.0,1387.0,1.32,0.82,2.13,1.18,2.0,1.23,0.84,2.07,1.1,1.94,
