Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Domenico Criscito,it ITA,DF,31.0,35,35,3070.0,34.1,2.0,4.0,6.0,1.0,1.0,1.0,12.0,1.0,1.8,1.1,4.8,5.9,72.0,181.0,67.0,0.06,0.12,0.18,0.03,0.15,0.05,0.14,0.2,0.03,0.17,Matches
Christian Kouamé,ci CIV,FW,20.0,38,33,3066.0,34.1,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,8.0,8.0,5.3,13.2,74.0,67.0,271.0,0.12,0.15,0.26,0.12,0.26,0.23,0.16,0.39,0.23,0.39,Matches
Ionuț Radu,ro ROU,GK,21.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Davide Biraschi,it ITA,DF,24.0,34,32,2841.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,1.0,1.3,54.0,125.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Darko Lazović,rs SRB,"DF,FW",27.0,33,30,2542.0,28.2,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,3.9,6.0,120.0,104.0,169.0,0.11,0.14,0.25,0.11,0.25,0.08,0.14,0.21,0.08,0.21,Matches
Cristian Romero,ar ARG,DF,20.0,27,27,2336.0,26.0,2.0,2.0,4.0,2.0,0.0,0.0,12.0,2.0,1.9,1.9,0.5,2.4,7.0,38.0,6.0,0.08,0.08,0.15,0.08,0.15,0.07,0.02,0.09,0.07,0.09,Matches
Daniel Bessa,it ITA,MF,25.0,34,25,2441.0,27.1,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,3.6,3.6,2.7,6.3,81.0,122.0,142.0,0.04,0.11,0.15,0.04,0.15,0.13,0.1,0.23,0.13,0.23,Matches
Ervin Zukanović,ba BIH,DF,31.0,25,22,1960.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,0.4,1.9,11.0,58.0,13.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches
Krzysztof Piątek,pl POL,FW,23.0,19,18,1593.0,17.7,13.0,0.0,13.0,11.0,2.0,2.0,5.0,0.0,9.1,7.6,1.4,9.0,28.0,30.0,107.0,0.73,0.0,0.73,0.62,0.62,0.52,0.08,0.6,0.43,0.51,Matches
Rômulo,it ITA,"MF,FW",31.0,17,17,1351.0,15.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.7,0.9,2.0,2.9,52.0,43.0,50.0,0.07,0.13,0.2,0.0,0.13,0.11,0.13,0.24,0.06,0.19,Matches
Pedro Pereira,pt POR,"DF,FW",20.0,26,15,1384.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.3,1.4,44.0,53.0,86.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.09,0.01,0.09,Matches
Ivan Radovanović,rs SRB,MF,29.0,16,15,1278.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.8,11.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Oscar Hiljemark,se SWE,MF,26.0,17,15,1196.0,13.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,1.6,15.0,49.0,41.0,0.08,0.0,0.08,0.08,0.08,0.07,0.05,0.12,0.07,0.12,Matches
Miguel Veloso,pt POR,MF,32.0,21,14,1257.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,2.1,3.2,17.0,71.0,21.0,0.0,0.07,0.07,0.0,0.07,0.08,0.15,0.23,0.08,0.23,Matches
Lukas Lerager,dk DEN,MF,25.0,14,13,1122.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,1.1,2.4,11.0,44.0,26.0,0.08,0.0,0.08,0.08,0.08,0.11,0.09,0.19,0.11,0.19,Matches
Goran Pandev,mk MKD,"FW,MF",35.0,26,12,1122.0,12.5,4.0,2.0,6.0,4.0,0.0,0.0,6.0,0.0,3.2,3.2,1.6,4.8,34.0,51.0,97.0,0.32,0.16,0.48,0.32,0.48,0.26,0.13,0.39,0.26,0.39,Matches
Esteban Rolón,ar ARG,MF,23.0,19,10,1046.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.8,0.8,0.4,1.2,13.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches
Antonio Sanabria,py PAR,FW,22.0,15,9,766.0,8.5,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,5.1,4.3,0.3,4.7,14.0,20.0,42.0,0.35,0.0,0.35,0.35,0.35,0.6,0.04,0.64,0.51,0.55,Matches
Sandro,br BRA,MF,29.0,13,9,711.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,4.0,31.0,2.0,0.0,0.13,0.13,0.0,0.13,0.02,0.06,0.09,0.02,0.09,Matches
Koray Günter,de GER,DF,23.0,14,8,835.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,3.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches
Nicolás Spolli,ar ARG,DF,35.0,7,7,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches
Gianluca Lapadula,pe PER,FW,28.0,8,4,404.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,0.2,2.7,5.0,4.0,21.0,0.22,0.0,0.22,0.22,0.22,0.56,0.05,0.6,0.56,0.6,Matches
Federico Marchetti,it ITA,GK,35.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stefano Sturaro,it ITA,"MF,FW",25.0,5,4,213.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.1,0.3,0.4,2.0,10.0,15.0,0.42,0.0,0.42,0.42,0.42,0.06,0.11,0.16,0.06,0.16,Matches
Luca Mazzitelli,it ITA,MF,22.0,10,3,323.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,4.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches
Iuri Medeiros,pt POR,"MF,FW",24.0,2,2,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches
Giuseppe Pezzella,it ITA,"DF,MF",20.0,5,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches
Jandrei,br BRA,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Favilli,it ITA,"FW,DF",21.0,6,0,170.0,1.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,7.0,3.0,21.0,0.0,1.06,1.06,0.0,1.06,0.15,0.38,0.53,0.15,0.53,Matches
Stephane Omeonga,be BEL,MF,22.0,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches
Nicola Dalmonte,it ITA,"FW,MF",20.0,3,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.43,0.33,0.43,Matches
Antonio Candela,it ITA,"DF,MF",18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ivan Lakićević,rs SRB,DF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lisandro López,ar ARG,DF,28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Fallou Njie,gm GAM,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nicolò Rovella,it ITA,MF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Alessandro Russo,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
András Schäfer,hu HUN,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Rok Vodišek,si SVN,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.0,38,418,3420.0,38.0,37.0,26.0,63.0,33.0,4.0,5.0,96.0,7.0,46.9,43.0,32.5,75.5,690.0,1274.0,1261.0,0.97,0.68,1.66,0.87,1.55,1.24,0.86,2.09,1.13,1.99,
