Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Cristiano Ronaldo,pt POR,FW,33.0,31,30,2688.0,29.9,21.0,8.0,29.0,16.0,5.0,6.0,3.0,0.0,22.2,17.5,4.6,22.1,145.0,130.0,358.0,0.7,0.27,0.97,0.54,0.8,0.74,0.15,0.9,0.58,0.74,Matches
Blaise Matuidi,fr FRA,MF,31.0,31,29,2418.0,26.9,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,1.4,1.4,1.7,3.0,23.0,157.0,118.0,0.11,0.07,0.19,0.11,0.19,0.05,0.06,0.11,0.05,0.11,Matches
Wojciech Szczęsny,pl POL,GK,28.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alex Sandro,br BRA,DF,27.0,31,28,2387.0,26.5,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,2.4,3.9,104.0,163.0,163.0,0.04,0.08,0.11,0.04,0.11,0.06,0.09,0.15,0.06,0.15,Matches
Leonardo Bonucci,it ITA,DF,31.0,29,27,2472.0,27.5,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.1,2.1,0.8,2.9,6.0,101.0,4.0,0.11,0.0,0.11,0.11,0.11,0.08,0.03,0.1,0.08,0.1,Matches
Miralem Pjanić,ba BIH,MF,28.0,31,27,2280.0,25.3,2.0,6.0,8.0,2.0,0.0,0.0,6.0,1.0,1.2,1.2,5.9,7.1,30.0,202.0,19.0,0.08,0.24,0.32,0.08,0.32,0.05,0.23,0.28,0.05,0.28,Matches
Paulo Dybala,ar ARG,"FW,MF",24.0,30,24,2137.0,23.7,5.0,4.0,9.0,4.0,1.0,1.0,2.0,0.0,5.0,4.2,3.8,8.0,69.0,143.0,154.0,0.21,0.17,0.38,0.17,0.34,0.21,0.16,0.37,0.18,0.34,Matches
Mario Mandžukić,hr CRO,FW,32.0,25,23,2014.0,22.4,9.0,6.0,15.0,9.0,0.0,0.0,4.0,0.0,6.4,6.4,3.7,10.1,18.0,50.0,145.0,0.4,0.27,0.67,0.4,0.67,0.28,0.17,0.45,0.28,0.45,Matches
Giorgio Chiellini,it ITA,DF,33.0,25,22,1991.0,22.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.5,1.5,0.5,2.0,21.0,91.0,6.0,0.05,0.05,0.09,0.05,0.09,0.07,0.02,0.09,0.07,0.09,Matches
João Cancelo,pt POR,DF,24.0,25,22,1968.0,21.9,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,1.7,1.7,4.0,5.7,109.0,143.0,152.0,0.05,0.14,0.18,0.05,0.18,0.08,0.18,0.26,0.08,0.26,Matches
Rodrigo Bentancur,uy URU,MF,21.0,31,21,2003.0,22.3,2.0,3.0,5.0,2.0,0.0,0.0,8.0,1.0,1.5,1.5,2.1,3.6,36.0,128.0,65.0,0.09,0.13,0.22,0.09,0.22,0.07,0.1,0.16,0.07,0.16,Matches
Emre Can,de GER,MF,24.0,29,20,1811.0,20.1,4.0,1.0,5.0,3.0,1.0,1.0,7.0,0.0,2.7,1.9,2.4,4.4,48.0,90.0,46.0,0.2,0.05,0.25,0.15,0.2,0.13,0.12,0.26,0.1,0.22,Matches
Mattia De Sciglio,it ITA,DF,25.0,22,19,1743.0,19.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.1,1.4,40.0,86.0,91.0,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.07,0.01,0.07,Matches
Daniele Rugani,it ITA,DF,24.0,15,15,1350.0,15.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,0.0,1.6,6.0,39.0,1.0,0.13,0.0,0.13,0.13,0.13,0.11,0.0,0.11,0.11,0.11,Matches
Federico Bernardeschi,it ITA,"MF,FW",24.0,28,14,1473.0,16.4,2.0,3.0,5.0,2.0,0.0,0.0,5.0,1.0,3.8,3.8,3.4,7.2,58.0,66.0,153.0,0.12,0.18,0.31,0.12,0.31,0.23,0.21,0.44,0.23,0.44,Matches
Juan Cuadrado,co COL,"MF,DF",30.0,18,14,1220.0,13.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,2.0,3.5,55.0,86.0,109.0,0.07,0.15,0.22,0.07,0.22,0.11,0.15,0.26,0.11,0.26,Matches
Mattia Perin,it ITA,GK,25.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sami Khedira,de GER,MF,31.0,10,8,706.0,7.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.1,4.0,9.0,25.0,32.0,0.25,0.13,0.38,0.25,0.38,0.38,0.14,0.52,0.38,0.52,Matches
Martín Cáceres,uy URU,DF,31.0,9,7,628.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,13.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Douglas Costa,br BRA,"FW,MF",27.0,17,7,621.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.7,0.7,2.4,3.1,47.0,31.0,83.0,0.14,0.0,0.14,0.14,0.14,0.11,0.34,0.45,0.11,0.45,Matches
Leonardo Spinazzola,it ITA,DF,25.0,10,6,601.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,60.0,33.0,65.0,0.0,0.15,0.15,0.0,0.15,0.05,0.12,0.17,0.05,0.17,Matches
Moise Kean,it ITA,FW,18.0,13,5,541.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,3.6,3.6,0.3,3.9,11.0,4.0,42.0,1.0,0.0,1.0,1.0,1.0,0.6,0.05,0.65,0.6,0.65,Matches
Medhi Benatia,ma MAR,DF,31.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Andrea Barzagli,it ITA,DF,37.0,7,4,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Pereira da Silva,br BRA,MF,20.0,3,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19,Matches
Paolo Gozzi Iweru,it ITA,DF,17.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
