Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Fabio Lucioni,it ITA,DF,31.0,36,36,3132.0,34.8,3.0,0.0,3.0,3.0,0.0,0.0,8.0,1.0,1.7,1.7,0.1,1.8,7.0,82.0,3.0,0.09,0.0,0.09,0.09,0.09,0.05,0.0,0.05,0.05,0.05,Matches
Gabriel,br BRA,GK,26.0,34,34,2997.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Mancosu,it ITA,"MF,FW",30.0,33,28,2440.0,27.1,14.0,2.0,16.0,5.0,9.0,11.0,3.0,0.0,15.5,6.9,2.9,9.8,61.0,95.0,148.0,0.52,0.07,0.59,0.18,0.26,0.57,0.11,0.68,0.25,0.36,Matches
Luca Rossettini,it ITA,DF,34.0,26,25,2261.0,25.1,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.9,1.1,4.0,41.0,0.0,0.0,0.08,0.08,0.0,0.08,0.01,0.04,0.04,0.01,0.04,Matches
Jacopo Petriccione,it ITA,MF,24.0,31,24,2138.0,23.8,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.5,0.5,2.1,2.6,33.0,150.0,45.0,0.0,0.21,0.21,0.0,0.21,0.02,0.09,0.11,0.02,0.11,Matches
Marco Calderoni,it ITA,DF,30.0,26,24,2064.0,22.9,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,0.7,0.7,2.4,3.1,39.0,59.0,97.0,0.13,0.09,0.22,0.13,0.22,0.03,0.1,0.13,0.03,0.13,Matches
Filippo Falco,it ITA,"FW,MF",27.0,30,24,2014.0,22.4,4.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,2.8,2.8,4.5,7.3,120.0,139.0,169.0,0.18,0.27,0.45,0.18,0.45,0.13,0.2,0.33,0.13,0.33,Matches
Panagiotis Tachtsidis,gr GRE,MF,28.0,28,24,2003.0,22.3,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.8,0.8,2.0,2.8,40.0,144.0,18.0,0.0,0.09,0.09,0.0,0.09,0.04,0.09,0.13,0.04,0.13,Matches
Andrea Rispoli,it ITA,DF,30.0,28,20,1909.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.2,1.2,1.3,2.5,63.0,73.0,98.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
Gianluca Lapadula,pe PER,FW,29.0,25,20,1784.0,19.8,11.0,0.0,11.0,9.0,2.0,2.0,8.0,1.0,9.8,8.2,1.5,9.8,19.0,22.0,126.0,0.55,0.0,0.55,0.45,0.45,0.5,0.08,0.57,0.42,0.49,Matches
Giulio Donati,it ITA,DF,29.0,20,20,1760.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,2.1,2.5,57.0,73.0,53.0,0.05,0.0,0.05,0.05,0.05,0.02,0.11,0.13,0.02,0.13,Matches
