Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Francesco Caputo,it ITA,FW,31.0,36,33,2931.0,32.6,21.0,7.0,28.0,19.0,2.0,2.0,3.0,0.0,13.9,12.4,5.7,18.1,53.0,48.0,256.0,0.64,0.21,0.86,0.58,0.8,0.43,0.18,0.6,0.38,0.56,Matches
Andrea Consigli,it ITA,GK,32.0,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Manuel Locatelli,it ITA,MF,21.0,33,31,2586.0,28.7,0.0,5.0,5.0,0.0,0.0,0.0,9.0,0.0,1.5,1.5,4.6,6.1,63.0,229.0,57.0,0.0,0.17,0.17,0.0,0.17,0.05,0.16,0.21,0.05,0.21,Matches
Domenico Berardi,it ITA,FW,24.0,31,29,2493.0,27.7,14.0,10.0,24.0,12.0,2.0,3.0,6.0,1.0,10.7,8.4,7.9,16.3,78.0,132.0,227.0,0.51,0.36,0.87,0.43,0.79,0.39,0.29,0.67,0.3,0.59,Matches
Jeremie Boga,ci CIV,FW,22.0,34,28,2513.0,27.9,11.0,2.0,13.0,11.0,0.0,0.0,0.0,0.0,4.4,4.4,3.4,7.7,168.0,74.0,250.0,0.39,0.07,0.47,0.39,0.47,0.16,0.12,0.28,0.16,0.28,Matches
Jeremy Toljan,de GER,DF,24.0,29,25,2186.0,24.3,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.6,0.6,2.3,2.9,84.0,111.0,130.0,0.04,0.08,0.12,0.04,0.12,0.03,0.09,0.12,0.03,0.12,Matches
Gian Marco Ferrari,it ITA,DF,27.0,23,21,1897.0,21.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.0,2.3,12.0,89.0,5.0,0.0,0.05,0.05,0.0,0.05,0.06,0.05,0.11,0.06,0.11,Matches
Marlon,br BRA,DF,23.0,23,21,1818.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,0.6,1.3,8.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",19.0,31,20,1570.0,17.4,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,5.2,5.2,1.9,7.1,67.0,89.0,110.0,0.23,0.06,0.29,0.23,0.29,0.3,0.11,0.41,0.3,0.41,Matches
Filip Đuričić,rs SRB,"MF,FW",27.0,29,19,1633.0,18.1,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,3.0,3.0,4.1,7.1,67.0,76.0,99.0,0.28,0.28,0.55,0.28,0.55,0.16,0.23,0.39,0.16,0.39,Matches
Pedro Obiang,gq EQG,MF,27.0,25,18,1674.0,18.6,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.7,1.7,0.7,2.4,16.0,90.0,25.0,0.05,0.05,0.11,0.05,0.11,0.09,0.04,0.13,0.09,0.13,Matches
Giorgos Kyriakopoulos,gr GRE,DF,23.0,26,17,1643.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.5,1.3,66.0,76.0,81.0,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07,Matches
Federico Peluso,it ITA,DF,35.0,23,17,1513.0,16.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,0.6,1.4,11.0,68.0,21.0,0.0,0.12,0.12,0.0,0.12,0.04,0.04,0.08,0.04,0.08,Matches
Filippo Romagna,it ITA,DF,22.0,18,16,1477.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,4.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Francesco Magnanelli,it ITA,MF,34.0,22,15,1397.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.4,0.7,15.0,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Mert Müldür,tr TUR,DF,20.0,24,13,1273.0,14.1,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,0.5,1.5,53.0,57.0,67.0,0.14,0.07,0.21,0.14,0.21,0.07,0.03,0.1,0.07,0.1,Matches
Rogério,br BRA,DF,21.0,15,12,1015.0,11.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.9,1.3,44.0,63.0,55.0,0.09,0.09,0.18,0.09,0.18,0.04,0.08,0.12,0.04,0.12,Matches
Mehdi Bourabia,ma MAR,MF,27.0,17,10,925.0,10.3,1.0,2.0,3.0,1.0,0.0,0.0,7.0,1.0,0.3,0.3,0.5,0.7,22.0,58.0,15.0,0.1,0.19,0.29,0.1,0.29,0.03,0.04,0.07,0.03,0.07,Matches
Alfred Duncan,gh GHA,MF,26.0,13,10,843.0,9.4,1.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.1,2.3,11.0,51.0,32.0,0.11,0.53,0.64,0.11,0.64,0.12,0.12,0.24,0.12,0.24,Matches
Grégoire Defrel,mq MTQ,"FW,MF",28.0,17,9,980.0,10.9,3.0,3.0,6.0,2.0,1.0,1.0,1.0,0.0,3.1,2.3,1.5,3.8,27.0,25.0,70.0,0.28,0.28,0.55,0.18,0.46,0.29,0.14,0.42,0.22,0.35,Matches
Vlad Chiricheș,ro ROU,DF,29.0,9,8,707.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Gianluca Pegolo,it ITA,GK,38.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lukáš Haraslín,sk SVK,FW,23.0,11,4,384.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,10.0,37.0,0.23,0.0,0.23,0.23,0.23,0.23,0.01,0.24,0.23,0.24,Matches
Giacomo Raspadori,it ITA,"MF,FW",19.0,11,2,264.0,2.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.5,7.0,10.0,13.0,0.68,0.0,0.68,0.68,0.68,0.45,0.07,0.53,0.45,0.53,Matches
Stefano Turati,it ITA,GK,17.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giangiacomo Magnani,it ITA,DF,23.0,8,1,145.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,0.0,4.0,0.0,0.62,0.0,0.62,0.62,0.62,0.48,0.07,0.55,0.48,0.55,Matches
Alessandro Tripaldelli,it ITA,DF,20.0,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Ghion,it ITA,"FW,MF",19.0,3,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.11,0.23,0.34,0.11,0.34,Matches
Giacomo Manzari,it ITA,"FW,MF",18.0,3,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
