Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Papu Gómez,ar ARG,"MF,FW",31.0,36,34,2842.0,31.6,7.0,16.0,23.0,7.0,0.0,0.0,2.0,0.0,7.8,7.8,9.9,17.6,241.0,276.0,203.0,0.22,0.51,0.73,0.22,0.73,0.25,0.31,0.56,0.25,0.56,Matches
Pierluigi Gollini,it ITA,GK,24.0,33,33,2884.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Berat Djimsiti,al ALB,DF,26.0,34,32,2783.0,30.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.1,3.2,13.0,93.0,36.0,0.06,0.03,0.1,0.06,0.1,0.07,0.04,0.1,0.07,0.1,Matches
Robin Gosens,de GER,DF,25.0,34,31,2617.0,29.1,9.0,7.0,16.0,9.0,0.0,0.0,3.0,0.0,5.9,5.9,3.8,9.7,90.0,125.0,198.0,0.31,0.24,0.55,0.31,0.55,0.2,0.13,0.33,0.2,0.33,Matches
Mario Pašalić,hr CRO,MF,24.0,35,30,2417.0,26.9,9.0,5.0,14.0,9.0,0.0,0.0,6.0,0.0,9.5,9.5,3.9,13.3,50.0,176.0,88.0,0.34,0.19,0.52,0.34,0.52,0.35,0.14,0.5,0.35,0.5,Matches
Marten de Roon,nl NED,"MF,DF",28.0,35,29,2721.0,30.2,2.0,5.0,7.0,2.0,0.0,0.0,12.0,0.0,1.2,1.2,1.8,3.0,36.0,211.0,46.0,0.07,0.17,0.23,0.07,0.23,0.04,0.06,0.1,0.04,0.1,Matches
Rafael Tolói,it ITA,DF,28.0,33,29,2608.0,29.0,2.0,6.0,8.0,2.0,0.0,0.0,11.0,0.0,3.1,3.1,2.3,5.4,36.0,166.0,38.0,0.07,0.21,0.28,0.07,0.28,0.11,0.08,0.19,0.11,0.19,Matches
José Luis Palomino,ar ARG,DF,29.0,30,28,2480.0,27.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,3.2,3.2,1.4,4.6,9.0,77.0,8.0,0.07,0.04,0.11,0.07,0.11,0.12,0.05,0.17,0.12,0.17,Matches
Remo Freuler,ch SUI,MF,27.0,31,28,2337.0,26.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,2.5,4.2,54.0,172.0,60.0,0.08,0.08,0.15,0.08,0.15,0.06,0.1,0.16,0.06,0.16,Matches
