Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Luigi Sepe,it ITA,GK,28.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Simone Iacoponi,it ITA,DF,32.0,36,34,3053.0,33.9,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.2,1.5,10.0,64.0,7.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches
Dejan Kulusevski,se SWE,"FW,MF",19.0,36,33,2930.0,32.6,10.0,8.0,18.0,9.0,1.0,1.0,3.0,0.0,6.7,5.9,8.6,14.5,164.0,128.0,237.0,0.31,0.25,0.55,0.28,0.52,0.2,0.27,0.47,0.18,0.45,Matches
Bruno Alves,pt POR,DF,37.0,33,31,2671.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,1.3,0.5,1.8,6.0,99.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Riccardo Gagliolo,se SWE,DF,29.0,32,31,2604.0,28.9,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,2.8,2.8,2.3,5.2,53.0,131.0,59.0,0.1,0.07,0.17,0.1,0.17,0.1,0.08,0.18,0.1,0.18,Matches
Matteo Darmian,it ITA,DF,29.0,33,30,2685.0,29.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.9,1.7,36.0,130.0,95.0,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.06,0.03,0.06,Matches
Hernani,br BRA,MF,25.0,32,27,2419.0,26.9,0.0,4.0,4.0,0.0,0.0,0.0,10.0,0.0,1.3,1.3,2.4,3.7,40.0,104.0,62.0,0.0,0.15,0.15,0.0,0.15,0.05,0.09,0.14,0.05,0.14,Matches
Gervinho,ci CIV,FW,32.0,31,27,2270.0,25.2,7.0,4.0,11.0,7.0,0.0,1.0,3.0,0.0,9.4,8.6,2.7,11.3,107.0,68.0,166.0,0.28,0.16,0.44,0.28,0.44,0.37,0.11,0.48,0.34,0.45,Matches
Juraj Kucka,sk SVK,"MF,FW",32.0,26,22,1932.0,21.5,6.0,3.0,9.0,4.0,2.0,2.0,5.0,1.0,4.8,3.3,2.9,6.1,27.0,63.0,91.0,0.28,0.14,0.42,0.19,0.33,0.23,0.13,0.36,0.15,0.29,Matches
Antonino Barillà,it ITA,MF,31.0,26,20,1688.0,18.8,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,2.0,3.6,15.0,44.0,38.0,0.05,0.11,0.16,0.05,0.16,0.09,0.1,0.19,0.09,0.19,Matches
Jasmin Kurtić,si SVN,"MF,FW",30.0,20,18,1664.0,18.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.7,0.7,2.1,2.8,42.0,73.0,65.0,0.11,0.05,0.16,0.11,0.16,0.04,0.11,0.15,0.04,0.15,Matches
Andreas Cornelius,dk DEN,FW,26.0,26,17,1494.0,16.6,12.0,3.0,15.0,12.0,0.0,0.0,1.0,0.0,6.8,6.8,2.2,9.0,23.0,34.0,96.0,0.72,0.18,0.9,0.72,0.9,0.41,0.13,0.54,0.41,0.54,Matches
Gastón Brugman,uy URU,MF,26.0,23,17,1458.0,16.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.3,1.6,19.0,65.0,12.0,0.0,0.12,0.12,0.0,0.12,0.02,0.08,0.1,0.02,0.1,Matches
Matteo Scozzarella,it ITA,MF,31.0,16,12,920.0,10.2,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.8,1.0,12.0,40.0,2.0,0.0,0.29,0.29,0.0,0.29,0.01,0.08,0.1,0.01,0.1,Matches
