Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Łukasz Skorupski,pl POL,GK,28.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Riccardo Orsolini,it ITA,"FW,MF",22.0,37,32,2681.0,29.8,8.0,6.0,14.0,8.0,0.0,0.0,3.0,0.0,9.6,9.6,8.3,17.9,88.0,99.0,304.0,0.27,0.2,0.47,0.27,0.47,0.32,0.28,0.6,0.32,0.6,Matches
Danilo Larangeira,br BRA,DF,35.0,30,30,2638.0,29.3,2.0,0.0,2.0,2.0,0.0,0.0,11.0,1.0,0.9,0.9,0.2,1.1,14.0,101.0,1.0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
Takehiro Tomiyasu,jp JPN,DF,20.0,29,29,2528.0,28.1,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,2.1,3.2,73.0,177.0,64.0,0.04,0.11,0.14,0.04,0.14,0.04,0.07,0.11,0.04,0.11,Matches
Roberto Soriano,it ITA,MF,28.0,29,29,2469.0,27.4,5.0,5.0,10.0,5.0,0.0,0.0,4.0,2.0,4.3,4.3,4.8,9.1,97.0,176.0,124.0,0.18,0.18,0.36,0.18,0.36,0.16,0.18,0.33,0.16,0.33,Matches
Rodrigo Palacio,ar ARG,FW,37.0,35,28,2517.0,28.0,7.0,3.0,10.0,7.0,0.0,0.0,5.0,0.0,8.9,8.9,4.6,13.4,93.0,91.0,383.0,0.25,0.11,0.36,0.25,0.36,0.32,0.16,0.48,0.32,0.48,Matches
Nicola Sansone,it ITA,"FW,MF",27.0,33,26,2269.0,25.2,4.0,3.0,7.0,1.0,3.0,4.0,6.0,0.0,9.9,6.7,5.6,12.4,80.0,96.0,200.0,0.16,0.12,0.28,0.04,0.16,0.39,0.22,0.62,0.27,0.49,Matches
Mattia Bani,it ITA,DF,25.0,27,26,2207.0,24.5,4.0,0.0,4.0,4.0,0.0,0.0,13.0,1.0,3.7,3.7,0.1,3.8,6.0,72.0,7.0,0.16,0.0,0.16,0.16,0.16,0.15,0.0,0.15,0.15,0.15,Matches
Stefano Denswil,sr SUR,DF,26.0,26,25,2240.0,24.9,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1.2,1.2,0.6,1.8,20.0,113.0,8.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.07,0.05,0.07,Matches
Andrea Poli,it ITA,MF,29.0,28,22,1919.0,21.3,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.7,3.6,19.0,125.0,30.0,0.09,0.0,0.09,0.09,0.09,0.09,0.08,0.17,0.09,0.17,Matches
Gary Medel,cl CHI,MF,31.0,23,22,1784.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.2,0.2,0.3,0.5,19.0,102.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Ibrahima Mbaye,sn SEN,DF,24.0,20,16,1507.0,16.7,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.1,1.8,22.0,68.0,27.0,0.0,0.18,0.18,0.0,0.18,0.04,0.06,0.11,0.04,0.11,Matches
Musa Barrow,gm GAM,"FW,MF",20.0,18,14,1354.0,15.0,9.0,2.0,11.0,8.0,1.0,1.0,1.0,0.0,5.3,4.5,3.1,7.6,59.0,62.0,96.0,0.6,0.13,0.73,0.53,0.66,0.35,0.2,0.56,0.3,0.5,Matches
Jerdy Schouten,nl NED,MF,22.0,19,13,1082.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,0.3,0.5,13.0,53.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Mattias Svanberg,se SWE,MF,20.0,25,12,1051.0,11.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.3,2.9,26.0,35.0,43.0,0.09,0.17,0.26,0.09,0.26,0.14,0.11,0.25,0.14,0.25,Matches
