Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Pau López,es ESP,GK,24.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edin Džeko,ba BIH,FW,33.0,35,31,2854.0,31.7,16.0,7.0,23.0,16.0,0.0,0.0,4.0,0.0,19.0,19.0,5.7,24.7,52.0,107.0,254.0,0.5,0.22,0.73,0.5,0.73,0.6,0.18,0.78,0.6,0.78,Matches
Gianluca Mancini,it ITA,"DF,MF",23.0,32,31,2740.0,30.4,1.0,0.0,1.0,1.0,0.0,0.0,16.0,1.0,2.6,2.6,0.8,3.4,19.0,114.0,14.0,0.03,0.0,0.03,0.03,0.03,0.09,0.03,0.11,0.09,0.11,Matches
Aleksandar Kolarov,rs SRB,DF,33.0,32,30,2732.0,30.4,7.0,3.0,10.0,5.0,2.0,4.0,6.0,0.0,6.7,3.5,5.1,8.7,86.0,111.0,193.0,0.23,0.1,0.33,0.16,0.26,0.22,0.17,0.39,0.12,0.29,Matches
Jordan Veretout,fr FRA,MF,26.0,33,30,2629.0,29.2,6.0,0.0,6.0,1.0,5.0,5.0,6.0,0.0,4.9,1.0,2.8,3.7,50.0,207.0,51.0,0.21,0.0,0.21,0.03,0.03,0.17,0.09,0.26,0.03,0.13,Matches
Chris Smalling,eng ENG,DF,29.0,30,29,2566.0,28.5,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,1.9,1.7,0.7,2.5,13.0,79.0,12.0,0.11,0.07,0.18,0.11,0.18,0.07,0.03,0.09,0.06,0.09,Matches
Lorenzo Pellegrini,it ITA,MF,23.0,27,26,2097.0,23.3,1.0,9.0,10.0,1.0,0.0,0.0,8.0,1.0,4.4,4.4,8.1,12.5,95.0,165.0,157.0,0.04,0.39,0.43,0.04,0.43,0.19,0.35,0.54,0.19,0.54,Matches
Amadou Diawara,gn GUI,MF,22.0,22,19,1518.0,16.9,1.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0.3,0.5,0.8,15.0,90.0,13.0,0.06,0.06,0.12,0.0,0.06,0.06,0.03,0.09,0.02,0.05,Matches
Justin Kluivert,nl NED,FW,20.0,22,19,1514.0,16.8,4.0,1.0,5.0,4.0,0.0,0.0,6.0,1.0,2.5,2.5,1.0,3.5,56.0,49.0,104.0,0.24,0.06,0.3,0.24,0.3,0.15,0.06,0.21,0.15,0.21,Matches
