Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Samir Handanović,si SVN,GK,35.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Romelu Lukaku,be BEL,FW,26.0,36,33,2979.0,33.1,23.0,2.0,25.0,17.0,6.0,6.0,2.0,0.0,19.0,14.3,4.5,18.8,48.0,76.0,289.0,0.69,0.06,0.76,0.51,0.57,0.57,0.14,0.71,0.43,0.57,Matches
Stefan de Vrij,nl NED,DF,27.0,34,32,2830.0,31.4,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,2.0,2.0,0.7,2.7,21.0,94.0,0.0,0.13,0.1,0.22,0.13,0.22,0.06,0.02,0.09,0.06,0.09,Matches
Marcelo Brozović,hr CRO,MF,26.0,32,30,2701.0,30.0,3.0,6.0,9.0,3.0,0.0,0.0,9.0,0.0,3.2,3.2,2.8,5.9,47.0,240.0,40.0,0.1,0.2,0.3,0.1,0.3,0.11,0.09,0.2,0.11,0.2,Matches
Milan Škriniar,sk SVK,DF,24.0,32,30,2627.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.5,1.5,32.0,152.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Lautaro Martínez,ar ARG,FW,21.0,35,29,2452.0,27.2,14.0,3.0,17.0,12.0,2.0,3.0,8.0,1.0,14.6,12.3,2.5,14.8,59.0,59.0,222.0,0.51,0.11,0.62,0.44,0.55,0.54,0.09,0.63,0.45,0.54,Matches
Antonio Candreva,it ITA,DF,32.0,32,24,1993.0,22.1,5.0,7.0,12.0,5.0,0.0,0.0,5.0,0.0,2.3,2.3,5.3,7.6,80.0,104.0,221.0,0.23,0.32,0.54,0.23,0.54,0.1,0.24,0.34,0.1,0.34,Matches
Nicolò Barella,it ITA,MF,22.0,27,23,2013.0,22.4,1.0,4.0,5.0,1.0,0.0,0.0,11.0,0.0,2.1,2.1,1.7,3.7,47.0,183.0,98.0,0.04,0.18,0.22,0.04,0.22,0.09,0.07,0.17,0.09,0.17,Matches
Alessandro Bastoni,it ITA,DF,20.0,25,21,1921.0,21.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,1.3,1.3,0.7,2.0,50.0,107.0,24.0,0.09,0.0,0.09,0.09,0.09,0.06,0.03,0.09,0.06,0.09,Matches
Roberto Gagliardini,it ITA,MF,25.0,24,21,1797.0,20.0,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,4.7,4.6,1.6,6.2,55.0,144.0,73.0,0.2,0.1,0.3,0.2,0.3,0.24,0.08,0.32,0.23,0.31,Matches
Diego Godín,uy URU,DF,33.0,23,18,1628.0,18.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.0,1.9,32.0,101.0,8.0,0.06,0.06,0.11,0.06,0.11,0.05,0.05,0.1,0.05,0.1,Matches
Cristiano Biraghi,it ITA,DF,26.0,26,18,1576.0,17.5,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,3.9,4.5,46.0,45.0,129.0,0.11,0.34,0.46,0.11,0.46,0.03,0.22,0.26,0.03,0.26,Matches
Danilo D'Ambrosio,it ITA,DF,30.0,22,15,1402.0,15.6,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,1.7,1.7,0.9,2.6,21.0,67.0,67.0,0.26,0.0,0.26,0.26,0.26,0.11,0.05,0.16,0.11,0.16,Matches
Matías Vecino,uy URU,MF,27.0,20,14,1282.0,14.2,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,3.5,3.5,1.1,4.6,27.0,61.0,87.0,0.14,0.14,0.28,0.14,0.28,0.24,0.08,0.32,0.24,0.32,Matches
Ashley Young,eng ENG,DF,34.0,18,13,1185.0,13.2,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,0.9,0.9,3.3,4.2,34.0,54.0,89.0,0.3,0.3,0.61,0.3,0.61,0.07,0.25,0.32,0.07,0.32,Matches
Alexis Sánchez,cl CHI,FW,30.0,22,10,923.0,10.3,4.0,8.0,12.0,3.0,1.0,1.0,4.0,1.0,4.3,3.5,3.2,6.7,22.0,62.0,95.0,0.39,0.78,1.17,0.29,1.07,0.42,0.31,0.73,0.35,0.66,Matches
