Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
João Pedro,it ITA,"FW,MF",27.0,36,35,3151.0,35.0,18.0,4.0,22.0,14.0,4.0,6.0,6.0,0.0,13.7,8.9,3.2,12.1,49.0,65.0,196.0,0.51,0.11,0.63,0.4,0.51,0.39,0.09,0.48,0.26,0.35,Matches
Giovanni Simeone,ar ARG,FW,24.0,37,34,2924.0,32.5,12.0,3.0,15.0,12.0,0.0,0.0,4.0,0.0,11.8,11.8,2.3,14.1,41.0,19.0,189.0,0.37,0.09,0.46,0.37,0.46,0.36,0.07,0.43,0.36,0.43,Matches
Nahitan Nández,uy URU,"MF,DF",23.0,35,32,2898.0,32.2,2.0,3.0,5.0,2.0,0.0,0.0,14.0,0.0,1.7,1.7,4.4,6.0,83.0,134.0,189.0,0.06,0.09,0.16,0.06,0.16,0.05,0.14,0.19,0.05,0.19,Matches
Fabio Pisacane,it ITA,DF,33.0,30,28,2442.0,27.1,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.6,0.6,0.2,0.8,13.0,50.0,9.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches
Marko Rog,hr CRO,MF,24.0,30,28,2317.0,25.7,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.9,1.9,2.1,4.0,82.0,119.0,78.0,0.04,0.04,0.08,0.04,0.08,0.07,0.08,0.15,0.07,0.15,Matches
Ragnar Klavan,ee EST,DF,33.0,31,26,2354.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.1,1.3,16.0,77.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
Radja Nainggolan,be BEL,MF,31.0,26,25,2071.0,23.0,6.0,7.0,13.0,6.0,0.0,0.0,5.0,0.0,2.9,2.9,6.3,9.2,62.0,157.0,98.0,0.26,0.3,0.56,0.26,0.56,0.13,0.27,0.4,0.13,0.4,Matches
Luca Pellegrini,it ITA,DF,20.0,24,22,1908.0,21.2,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.8,0.8,2.4,3.2,63.0,62.0,99.0,0.0,0.24,0.24,0.0,0.24,0.04,0.12,0.15,0.04,0.15,Matches
Artur Ioniță,md MDA,MF,28.0,34,21,1897.0,21.1,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,1.0,2.3,32.0,53.0,50.0,0.0,0.09,0.09,0.0,0.09,0.06,0.05,0.11,0.06,0.11,Matches
