Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Marek Hamšík,sk SVK,MF,25.0,38,37.0,3266,36.3,11.0,14.0,25.0,11.0,0.0,0.0,2.0,0.0,0.3,0.39,0.69,0.3,0.69,Matches
Morgan De Sanctis,it ITA,GK,35.0,34,34.0,3060,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edinson Cavani,uy URU,"FW,MF",25.0,34,33.0,2981,33.1,29.0,3.0,32.0,22.0,7.0,10.0,6.0,0.0,0.88,0.09,0.97,0.66,0.75,Matches
Paolo Cannavaro,it ITA,DF,31.0,32,32.0,2845,31.6,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Valon Behrami,ch SUI,"DF,MF",27.0,33,32.0,2615,29.1,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Christian Maggio,it ITA,"DF,MF",30.0,31,31.0,2713,30.1,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,0.13,0.17,0.3,0.13,0.3,Matches
Juan Zúñiga,co COL,"DF,MF",26.0,32,30.0,2618,29.1,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Hugo Campagnaro,ar ARG,DF,32.0,28,27.0,2412,26.8,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
Gökhan Inler,ch SUI,MF,28.0,31,25.0,2177,24.2,6.0,2.0,8.0,6.0,0.0,0.0,7.0,0.0,0.25,0.08,0.33,0.25,0.33,Matches
Goran Pandev,mk MKD,"FW,MF",29.0,33,25.0,2080,23.1,6.0,7.0,13.0,6.0,0.0,0.0,3.0,0.0,0.26,0.3,0.56,0.26,0.56,Matches
