Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Daniele Gastaldello,it ITA,DF,29.0,33,33.0,2873,31.9,1.0,1.0,2.0,1.0,0.0,0.0,14.0,2.0,0.03,0.03,0.06,0.03,0.06,Matches
Pedro Obiang,gq EQG,MF,20.0,34,32.0,2896,32.2,1.0,5.0,6.0,1.0,0.0,0.0,6.0,0.0,0.03,0.16,0.19,0.03,0.19,Matches
Sergio Romero,ar ARG,GK,25.0,32,32.0,2825,31.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Poli,it ITA,MF,22.0,31,31.0,2495,27.7,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Marcelo Estigarribia,py PAR,"DF,MF",24.0,34,29.0,2420,26.9,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.07,0.11,0.19,0.07,0.19,Matches
Andrea Costa,it ITA,"DF,MF",26.0,27,27.0,2355,26.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.04,0.0,0.04,0.04,0.04,Matches
Jonathan Rossini,ch SUI,DF,23.0,25,24.0,2164,24.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Mauro Icardi,ar ARG,FW,19.0,31,24.0,2120,23.6,10.0,2.0,12.0,10.0,0.0,0.0,3.0,0.0,0.42,0.08,0.51,0.42,0.51,Matches
Éder,it ITA,FW,25.0,30,24.0,2045,22.7,7.0,4.0,11.0,4.0,3.0,3.0,5.0,0.0,0.31,0.18,0.48,0.18,0.35,Matches
