Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Gabriel Paletta,it ITA,DF,26.0,35,35.0,3087,34.3,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Marco Parolo,it ITA,MF,27.0,36,34.0,2999,33.3,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,0.09,0.06,0.15,0.09,0.15,Matches
Massimo Gobbi,it ITA,"DF,MF",31.0,34,33.0,2943,32.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Antonio Mirante,it ITA,GK,29.0,33,33.0,2883,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Lucarelli,it ITA,DF,35.0,32,30.0,2735,30.4,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Jonathan Biabiany,fr FRA,"FW,MF",24.0,33,29.0,2618,29.1,2.0,5.0,7.0,2.0,0.0,0.0,6.0,0.0,0.07,0.17,0.24,0.07,0.24,Matches
Jaime Valdés,cl CHI,"FW,MF",31.0,29,28.0,2403,26.7,4.0,2.0,6.0,2.0,2.0,3.0,14.0,0.0,0.15,0.07,0.22,0.07,0.15,Matches
Amauri,it ITA,FW,32.0,33,26.0,2263,25.1,10.0,4.0,14.0,9.0,1.0,1.0,3.0,0.0,0.4,0.16,0.56,0.36,0.52,Matches
Marco Marchionni,it ITA,MF,32.0,28,25.0,2253,25.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches
Aleandro Rosi,it ITA,"DF,MF",25.0,26,23.0,1959,21.8,3.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,0.14,0.0,0.14,0.14,0.14,Matches
Ishak Belfodil,dz ALG,"FW,MF",20.0,33,22.0,2003,22.3,8.0,4.0,12.0,8.0,0.0,1.0,3.0,1.0,0.36,0.18,0.54,0.36,0.54,Matches
Yohan Benalouane,tn TUN,DF,25.0,21,18.0,1474,16.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches
Nicola Sansone,it ITA,"FW,MF",20.0,26,17.0,1566,17.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,0.34,0.11,0.46,0.34,0.46,Matches
Cristian Zaccardo,it ITA,DF,30.0,15,14.0,1251,13.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Daniele Galloppa,it ITA,MF,27.0,12,8.0,674,7.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.13,0.13,0.27,0.13,0.27,Matches
Andrea Coda,it ITA,DF,27.0,8,6.0,471,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sotiris Ninis,gr GRE,"FW,MF",22.0,14,5.0,589,6.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches
Nicola Pavarini,it ITA,GK,38.0,6,5.0,487,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dorlan Pabón,co COL,"FW,MF",24.0,12,5.0,477,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
