Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Borja Valero,es ESP,MF,27.0,37,37.0,3274,36.4,1.0,12.0,13.0,1.0,0.0,0.0,4.0,0.0,0.03,0.33,0.36,0.03,0.36,Matches
Gonzalo Rodríguez,ar ARG,DF,28.0,35,35.0,3122,34.7,6.0,2.0,8.0,4.0,2.0,2.0,11.0,1.0,0.17,0.06,0.23,0.12,0.17,Matches
Manuel Pasqual,it ITA,"DF,MF",30.0,35,35.0,3067,34.1,2.0,7.0,9.0,2.0,0.0,0.0,4.0,0.0,0.06,0.21,0.26,0.06,0.26,Matches
Juan Cuadrado,co COL,"DF,FW",24.0,36,34.0,2955,32.8,5.0,7.0,12.0,5.0,0.0,0.0,11.0,0.0,0.15,0.21,0.37,0.15,0.37,Matches
Emiliano Viviano,it ITA,GK,26.0,32,32.0,2862,31.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stevan Jovetić,me MNE,"FW,MF",22.0,31,31.0,2509,27.9,13.0,5.0,18.0,12.0,1.0,2.0,3.0,0.0,0.47,0.18,0.65,0.43,0.61,Matches
David Pizarro,cl CHI,MF,32.0,29,28.0,2475,27.5,3.0,2.0,5.0,0.0,3.0,3.0,13.0,0.0,0.11,0.07,0.18,0.0,0.07,Matches
Stefan Savić,me MNE,"DF,MF",21.0,26,26.0,2217,24.6,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Facundo Roncaglia,ar ARG,DF,25.0,24,24.0,2136,23.7,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Nenad Tomović,rs SRB,DF,24.0,26,23.0,2051,22.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches
Adem Ljajić,rs SRB,"FW,MF",20.0,28,21.0,1612,17.9,11.0,6.0,17.0,10.0,1.0,1.0,2.0,0.0,0.61,0.33,0.95,0.56,0.89,Matches
Alberto Aquilani,it ITA,MF,28.0,25,20.0,1662,18.5,7.0,6.0,13.0,7.0,0.0,1.0,6.0,1.0,0.38,0.32,0.7,0.38,0.7,Matches
